"ensembl_id","gene_symbol","log2FoldChange","padj","baseMean"
"ENSG00000143387","CTSK",3.21455280463291,1.43002543125736e-06,2686.74285714286
"ENSG00000160339","FCN2",3.21092367629185,0.0156063636906716,14.8857142857143
"ENSG00000104921","FCER2",3.14055285809358,6.3015246343577e-05,60.6571428571429
"ENSG00000182050","MGAT4C",3.09228807530111,0.00854647363824042,6
"ENSG00000147257","GPC3",3.07748988430694,1.78813040620303e-06,942.571428571428
"ENSG00000174807","CD248",3.05202746839994,2.69241589146579e-07,4308.34285714286
"ENSG00000166527","CLEC4D",2.99638684656634,0.0203351515430205,11.6285714285714
"ENSG00000180549","FUT7",2.99336636737564,0.00144524848188799,32
"ENSG00000090659","CD209",2.94285744143873,5.26136772660196e-09,307.028571428571
"ENSG00000163736","PPBP",2.93611721050554,0.00365501649617966,171.685714285714
"ENSG00000172986","GXYLT2",2.9141896371326,1.26108946822347e-07,162.2
"ENSG00000139329","LUM",2.89061034402976,2.14537918776144e-06,8668.22857142857
"ENSG00000182492","BGN",2.80855066432594,1.52684921796482e-06,4575.4
"ENSG00000119915","ELOVL3",2.78619705007079,0.000570901732951223,19.5428571428571
"ENSG00000156427","FGF18",2.7825212471241,3.32541957680551e-09,93.6285714285715
"ENSG00000143546","S100A8",2.77447745032685,0.00131504194361404,1318.94285714286
"ENSG00000163220","S100A9",2.74230481857366,0.00335252009161825,3329.91428571428
"ENSG00000257743","MGAM2",2.74032990089919,0.0493568034090084,3.51428571428572
"ENSG00000168350","DEGS2",2.70152396629235,2.92580038918955e-05,22.4285714285714
"ENSG00000076662","ICAM3",2.66098194857497,0.000725321324858242,80.6285714285715
"ENSG00000139629","GALNT6",2.65520775801348,1.60995821044431e-09,66.2285714285714
"ENSG00000131459","GFPT2",2.6153840775349,4.16275695611448e-06,868.8
"ENSG00000160883","HK3",2.60466742967097,4.03638442617366e-05,274.771428571428
"ENSG00000176170","SPHK1",2.59790158321547,3.51998495129224e-06,434.085714285714
"ENSG00000188404","SELL",2.5865522318606,0.00186215486161875,840.914285714286
"ENSG00000105366","SIGLEC8",2.5814080117721,0.000790520640623409,19.6285714285714
"ENSG00000144057","ST6GAL2",2.54284071959291,0.0116411929838844,8.4
"ENSG00000088827","SIGLEC1",2.53347384019911,1.29616255939386e-07,1109.17142857143
"ENSG00000011422","PLAUR",2.53302028777064,6.95282822919447e-07,206.4
"ENSG00000136250","AOAH",2.52222851882391,8.96642188940564e-05,163.857142857143
"ENSG00000174473","GALNTL6",2.5104185191338,0.00138551460501207,27.3428571428571
"ENSG00000122176","FMOD",2.48836874486397,4.80822261572793e-06,3064.37142857143
"ENSG00000105492","SIGLEC6",2.4783320887395,0.00153798216212654,13.4
"ENSG00000116147","TNR",2.47802664547904,0.03085626514917,6.74285714285714
"ENSG00000172987","HPSE2",2.47180367468856,7.92042370249794e-05,49.4
"ENSG00000038427","VCAN",2.46439991930684,2.89402061066659e-07,2457.91428571429
"ENSG00000110876","SELPLG",2.45657748920003,5.62275743909006e-05,562.514285714286
"ENSG00000090382","LYZ",2.42592527789545,0.00101726457401624,2103.68571428571
"ENSG00000077984","CST7",2.42255099783147,0.000449195368925048,107.514285714286
"ENSG00000258227","CLEC5A",2.39317689593933,0.00666369880694615,13.7714285714286
"ENSG00000165140","FBP1",2.38987616830402,5.42008702461342e-05,79.4
"ENSG00000160255","ITGB2",2.38605682532048,0.000123598362796646,1516.82857142857
"ENSG00000132514","CLEC10A",2.38278118653192,8.10687996128146e-07,308.057142857143
"ENSG00000110492","MDK",2.34957135860082,0.000136401847951168,600.285714285714
"ENSG00000260314","MRC1",2.34543516763088,3.19342924948452e-06,911.685714285714
"ENSG00000012124","CD22",2.34338910435227,0.00138551460501207,126.142857142857
"ENSG00000099377","HSD3B7",2.33490533985647,0.000116459513388473,477.942857142857
"ENSG00000136542","GALNT5",2.32803725109595,0.00382753686599874,39.1428571428571
"ENSG00000166523","CLEC4E",2.32765322256632,0.00965842993432229,71.6285714285715
"ENSG00000106633","GCK",2.31179033424595,0.00326399001282082,14.5142857142857
"ENSG00000110811","P3H3",2.30260441422983,3.18200453446123e-05,716.114285714286
"ENSG00000102032","RENBP",2.29098458840882,1.05014122528589e-05,247.4
"ENSG00000197046","SIGLEC15",2.28937489393894,0.0119405503450527,4.42857142857143
"ENSG00000106809","OGN",2.2779120076506,0.000717837520870029,1124.34285714286
"ENSG00000183098","GPC6",2.27264861231552,3.49704179427517e-06,320.285714285714
"ENSG00000135046","ANXA1",2.26173706792721,1.15034035678854e-07,6734.51428571429
"ENSG00000183196","CHST6",2.25423272132684,0.00397615250711773,24.9714285714286
"ENSG00000105383","CD33",2.22948851107837,1.30013159343788e-05,162.8
"ENSG00000035862","TIMP2",2.20873996454812,5.55273402256502e-06,10699.2571428571
"ENSG00000140511","HAPLN3",2.19478874530293,1.15034035678854e-07,454.371428571429
"ENSG00000173083","HPSE",2.19472716299309,0.000881536169268876,64.1142857142857
"ENSG00000118004","COLEC11",2.19143776526321,0.00354699204801491,40.6
"ENSG00000122254","HS3ST2",2.17454111473439,0.000496334616883465,49.3142857142857
"ENSG00000168995","SIGLEC7",2.17287742139974,0.00355948041161016,21.3714285714286
"ENSG00000174502","SLC26A9",-2.17157703138003,0.0308185254479304,280.028571428571
"ENSG00000105472","CLEC11A",2.16473663243821,0.000132606854778058,417.685714285714
"ENSG00000163815","CLEC3B",2.16468163866382,8.45847264634923e-05,3183.48571428571
"ENSG00000198910","L1CAM",2.16420211408687,5.58977239177779e-06,265.2
"ENSG00000007908","SELE",2.15365975016954,0.00036120942823437,15.2857142857143
"ENSG00000198848","CES1",2.15264513462319,0.000122843741884179,664.8
"ENSG00000129450","SIGLEC9",2.14957412304008,0.00311426068143861,54.4
"ENSG00000026508","CD44",2.12858084837958,3.1971078815241e-06,6064.97142857143
"ENSG00000163131","CTSS",2.126857894574,0.000435732992361926,1852.05714285714
"ENSG00000160211","G6PD",2.11710524306375,3.36606925122601e-06,498.4
"ENSG00000106819","ASPN",2.10142645209411,7.89207084479489e-05,2651.34285714286
"ENSG00000162692","VCAM1",2.09658775225745,4.41040670634859e-06,404.685714285714
"ENSG00000168477","TNXB",2.07564781149665,3.57617047041397e-07,15965.6571428571
"ENSG00000136235","GPNMB",2.04282605569787,0.000110113413710085,4766.68571428572
"ENSG00000232810","TNF",2.01918721120103,0.000280364704616617,33
"ENSG00000049089","COL9A2",2.0168573838511,0.000819460665223133,78.6571428571429
"ENSG00000185274","GALNT17",2.01060078600953,0.000492139127269107,240
"ENSG00000156966","B3GNT7",1.99494264563236,9.68063934407844e-05,49.5428571428571
"ENSG00000141934","PLPP2",1.97584651544548,0.0112528725714276,65.5428571428571
"ENSG00000269190","FBXO17",1.95976008447745,1.14661158029946e-05,371.4
"ENSG00000174175","SELP",1.95914229190869,1.89818813793054e-06,244.685714285714
"ENSG00000142512","SIGLEC10",1.9538084473142,0.00628096470887583,98
"ENSG00000157766","ACAN",1.94659811216552,0.00471323745244199,274.485714285714
"ENSG00000171310","CHST11",1.9392177643265,4.15925257938103e-05,185.028571428571
"ENSG00000167123","CERCAM",1.93819849315316,0.000165485084696072,1446.85714285714
"ENSG00000011028","MRC2",1.93586559946396,8.07817802569181e-06,4414.54285714286
"ENSG00000100504","PYGL",1.91085732167468,8.229997235201e-05,804.571428571429
"ENSG00000112053","SLC26A8",1.90393834901417,0.0322729725231475,8.51428571428571
"ENSG00000196468","FGF16",1.89791020684351,0.00535033867035803,32.8571428571429
"ENSG00000163521","GLB1L",1.88200395739762,4.0297283277265e-05,136.8
"ENSG00000176920","FUT2",1.87839977297873,0.00140415402934594,9.45714285714286
"ENSG00000172243","CLEC7A",1.87808801971851,0.00122016378003638,301.628571428571
"ENSG00000237172","B3GNT9",1.86835833234562,8.85928142566146e-07,180.742857142857
"ENSG00000100626","GALNT16",1.86175273148412,3.25386774495839e-06,1113.31428571429
"ENSG00000105894","PTN",1.8556155239159,0.00335252009161825,308.371428571429
"ENSG00000115414","FN1",1.84572941477528,4.163866238386e-06,18515.2571428571
"ENSG00000111796","KLRB1",1.83635338684507,0.0139831937588312,59.8
"ENSG00000124302","CHST8",1.83451959564531,0.0063759634883336,8.6
"ENSG00000136244","IL6",1.818234998779,0.0135273809471906,11.6
"ENSG00000166111","SVOP",1.80884651223634,0.00315247059825832,25.4
"ENSG00000137101","CD72",1.79386119862186,0.00043295033546004,65.7142857142857
"ENSG00000140557","ST8SIA2",1.78701363461524,0.0101489032375749,93.6857142857143
"ENSG00000177990","DPY19L2",1.78338206748838,0.000631051506418435,349.628571428571
"ENSG00000157399","ARSL",1.75430558893541,0.0235629434595916,4.8
"ENSG00000108679","LGALS3BP",1.75301956538177,0.00010052208955278,4060.51428571429
"ENSG00000106003","LFNG",1.75264010702965,0.000676953605402201,845.371428571429
"ENSG00000197093","GAL3ST4",1.75186083403543,8.87696930865519e-05,194.457142857143
"ENSG00000085265","FCN1",1.74831832830421,0.00769802835261958,777.514285714286
"ENSG00000173262","SLC2A14",1.73910987124643,1.90424259514455e-05,57.5714285714286
"ENSG00000161640","SIGLEC11",1.7257864597838,0.00434345977957783,25.8
"ENSG00000011465","DCN",1.71807659457781,0.000109875766891397,52190.8857142857
"ENSG00000100079","LGALS2",1.70712940997682,0.00906219230808166,35.4
"ENSG00000153246","PLA2R1",1.70018168467075,5.58977239177779e-06,219.685714285714
"ENSG00000059804","SLC2A3",1.68382205864746,8.49812063862602e-08,684.514285714286
"ENSG00000127415","IDUA",1.66329904126156,0.000140938482137535,406.314285714286
"ENSG00000128268","MGAT3",1.64968073662074,1.9368890346719e-05,399
"ENSG00000170961","HAS2",1.63372808079833,0.00102737673174502,126.314285714286
"ENSG00000013288","MAN2B2",1.62708822001682,1.33640556272821e-06,968.085714285715
"ENSG00000154736","ADAMTS5",1.62510617913681,0.00135881593792069,894.485714285714
"ENSG00000197496","SLC2A10",1.60667431823341,5.59116471147705e-05,258.914285714286
"ENSG00000158270","COLEC12",1.59963648512694,9.26176746447287e-05,1111.97142857143
"ENSG00000158859","ADAMTS4",1.5918241945022,9.3745598220863e-07,117.942857142857
"ENSG00000145284","SCD5",1.58837603156495,0.000369020903262876,184.428571428571
"ENSG00000005884","ITGA3",1.57889867762669,1.58306943452872e-07,1162.14285714286
"ENSG00000134545","KLRC1",1.57652251486729,0.047443598677055,9.68571428571429
"ENSG00000067057","PFKP",1.57607725669515,3.59931465987529e-07,1225.42857142857
"ENSG00000137573","SULF1",1.55789822574166,0.000288272704113139,1155.91428571429
"ENSG00000169439","SDC2",1.55369046200052,7.04634307294089e-05,2990.34285714286
"ENSG00000117394","SLC2A1",1.54655592993725,0.00127898390159122,223.114285714286
"ENSG00000166473","PKD1L2",1.54279397053668,0.00421338129941334,203.542857142857
"ENSG00000177191","B3GNT8",1.53551097369387,0.000386839644395189,85.2
"ENSG00000110848","CD69",1.53420084725974,0.0478520821815634,24.4857142857143
"ENSG00000090661","CERS4",1.5328435125349,0.000779891076302004,323.142857142857
"ENSG00000119514","GALNT12",1.52497456372021,0.00511756976532131,131.314285714286
"ENSG00000102466","FGF14",1.5074936841018,0.00371278704947439,46.8285714285714
"ENSG00000149294","NCAM1",1.50687806663543,0.00610617416715893,1701.42857142857
"ENSG00000125775","SDCBP2",1.50329250805001,0.000102954566690045,105
"ENSG00000127241","MASP1",-1.50274097859924,7.45596947167525e-05,1359.51428571429
"ENSG00000180801","ARSJ",1.49982384571168,4.3967824707224e-05,53.5714285714286
"ENSG00000172318","B3GALT1",-1.49123403459004,0.0195025781441696,334.371428571429
"ENSG00000002587","HS3ST1",1.48340935712025,0.00884461489924642,62.9142857142857
"ENSG00000006756","ARSD",1.48225774214095,8.5808391838979e-05,340.771428571429
"ENSG00000168961","LGALS9",1.48023569887124,9.70009529645407e-05,653.542857142857
"ENSG00000142102","PGGHG",1.46723104277631,0.00053236763088058,1704.4
"ENSG00000019582","CD74",1.46236485617155,0.000498406923984536,26056.4
"ENSG00000157322","CLEC18A",1.44759494504911,0.00636855295605332,41.0571428571428
"ENSG00000196338","NLGN3",1.43965869812631,0.00209348994454863,47.0571428571429
"ENSG00000111729","CLEC4A",1.43153966187978,0.00155347062098212,102.228571428571
"ENSG00000103888","CEMIP",1.42683830324018,0.00748316365256944,41.4571428571429
"ENSG00000120820","GLT8D2",1.41694741840078,0.000251608419550545,378.6
"ENSG00000111885","MAN1A1",1.41587500832584,1.48412548991344e-05,1635.37142857143
"ENSG00000112297","CRYBG1",1.41286579391347,0.000913335223578643,501.8
"ENSG00000109107","ALDOC",1.3959037361225,0.00186572656366245,351.285714285714
"ENSG00000213420","GPC2",1.38239886810532,0.00168175732139198,52.1142857142857
"ENSG00000167889","MGAT5B",1.38054844884774,0.0369881645988328,14.1714285714286
"ENSG00000236279","CLEC2L",-1.38042889034791,0.0063132074737232,57
"ENSG00000128274","A4GALT",1.37283837836178,0.000140987489437963,1066.02857142857
"ENSG00000109814","UGDH",1.36925829167157,0.000109191567159486,482.6
"ENSG00000090339","ICAM1",1.3689402520462,6.36919817662154e-06,534.028571428571
"ENSG00000103489","XYLT1",1.34910872062284,0.000137360490227306,356.371428571429
"ENSG00000117385","P3H1",1.3480565924244,0.000690072663088106,812.6
"ENSG00000101439","CST3",1.33444592248502,0.00151660458429954,12081.8857142857
"ENSG00000108784","NAGLU",1.33198971562399,0.000978476981673347,828.228571428571
"ENSG00000196562","SULF2",1.32692516169769,0.000394720626013258,2219.68571428571
"ENSG00000159399","HK2",-1.32613794709673,0.0210775190081284,3810.6
"ENSG00000131981","LGALS3",1.32080596688113,0.00125102001134093,5384.28571428571
"ENSG00000176383","B3GNT4",1.32007024834622,0.0155009738646054,10.1142857142857
"ENSG00000149541","B3GAT3",1.31264078631557,0.000423629001437496,621.885714285714
"ENSG00000012660","ELOVL5",1.31028280969472,0.00185827760665867,1815.31428571429
"ENSG00000173950","XXYLT1",1.30965945135178,3.92494824745395e-05,243.114285714286
"ENSG00000066322","ELOVL1",1.30622124984224,9.96192484574691e-05,1043.25714285714
"ENSG00000171451","DSEL",1.29383043156349,8.3969041612688e-06,236.371428571429
"ENSG00000116661","FBXO2",1.28830020052274,0.0105275236013041,53
"ENSG00000111962","UST",1.28395116718081,0.00084252306924145,225
"ENSG00000198108","CHSY3",1.27605100516944,0.00619161261643615,124.571428571429
"ENSG00000161243","FBXO27",1.26316926071675,0.0358046494053706,86.8285714285714
"ENSG00000054219","LY75",1.24546468925477,0.00474914339523144,100.885714285714
"ENSG00000118402","ELOVL4",1.2453305860831,0.0117589781079578,34.1714285714286
"ENSG00000142303","ADAMTS10",1.24522883703908,0.00229728338500309,822.714285714286
"ENSG00000123989","CHPF",1.23811963089487,0.000442441026918382,940.571428571429
"ENSG00000173546","CSPG4",1.2266679828071,0.00013987042537744,2614.82857142857
"ENSG00000119862","LGALSL",-1.22330643462993,0.00140974083448962,3224.88571428571
"ENSG00000106397","PLOD3",1.21861912515288,2.15216319236362e-05,988.857142857143
"ENSG00000175040","CHST2",1.21851901641885,0.000184283289721012,258.971428571429
"ENSG00000139624","CERS5",1.21500534670673,4.01388837330075e-05,703.714285714286
"ENSG00000130958","SLC35D2",1.2127749904697,0.000197490360691381,254.714285714286
"ENSG00000188157","AGRN",1.21256535408465,6.2929992180871e-05,1572.82857142857
"ENSG00000130309","COLGALT1",1.19952708408281,1.214104448393e-05,2062.74285714286
"ENSG00000075624","ACTB",1.19614024735273,0.00027304516727199,45761.2
"ENSG00000158089","GALNT14",1.1919200281866,0.0414170927872504,23.2857142857143
"ENSG00000103044","HAS3",-1.18971753139532,9.56670659354674e-06,105.257142857143
"ENSG00000169992","NLGN2",1.17901396049837,8.70196426234238e-05,1037.62857142857
"ENSG00000174059","CD34",1.17814033493022,0.00205778357548552,10667.6571428571
"ENSG00000158571","PFKFB1",-1.17586249879686,0.0384171753662952,1528.17142857143
"ENSG00000072571","HMMR",-1.17302180072028,0.0109242935939201,29.0285714285714
"ENSG00000077782","FGFR1",1.15827142740552,8.00800180572103e-05,3871.62857142857
"ENSG00000135838","NPL",1.15815804266688,0.000289925094211765,232.542857142857
"ENSG00000177628","GBA1",1.14877947124921,0.000339889371242008,783.857142857143
"ENSG00000138801","PAPSS1",1.14042933508007,0.000353913623197645,614.057142857143
"ENSG00000169299","PGM2",1.12471244104748,4.74203230665472e-05,288.771428571429
"ENSG00000147119","CHST7",1.12400233538902,0.00329533466204379,232.828571428571
"ENSG00000100994","PYGB",1.12396689386415,2.04094851683839e-05,1796.77142857143
"ENSG00000088298","EDEM2",1.12019541409648,0.00185616989427531,351.114285714286
"ENSG00000100097","LGALS1",1.11863416879829,0.00111836681167311,16418.7142857143
"ENSG00000128228","SDF2L1",1.11542017385132,0.00209141031864408,224.571428571429
"ENSG00000147606","SLC26A7",-1.11362421283851,0.00981036635608904,20.3714285714286
"ENSG00000164574","GALNT10",1.1067442145793,1.2956336984092e-05,1027.88571428571
"ENSG00000112149","CD83",1.10627269682196,0.00143972480836914,116.4
"ENSG00000170522","ELOVL6",1.09862524279335,0.0142172493547725,124.457142857143
"ENSG00000152127","MGAT5",1.09141535428523,8.7279172362091e-06,742.257142857143
"ENSG00000104774","MAN2B1",1.08761903792876,0.00292940984953199,1267.71428571429
"ENSG00000261371","PECAM1",1.08205060416124,0.000291035866790543,10921.6571428571
"ENSG00000140285","FGF7",1.07634966691529,0.0198764012925312,572.771428571428
"ENSG00000148288","GBGT1",1.04107018866441,0.000624771715965821,140.542857142857
"ENSG00000065308","TRAM2",1.03897814356442,0.000151537725794608,1133.71428571429
"ENSG00000182197","EXT1",1.03875800402903,3.14674014852703e-05,773.114285714286
"ENSG00000182022","CHST15",1.0348304757635,6.64237357552154e-05,1145.34285714286
"ENSG00000112425","EPM2A",-1.03139643689725,0.038394308994316,3259.17142857143
"ENSG00000169105","CHST14",1.03011114918547,0.000698804130821094,423.485714285714
"ENSG00000118762","PKD2",1.02648910647162,2.08615426539909e-05,1308.45714285714
"ENSG00000069702","TGFBR3",1.01987909025295,0.010238703982749,2252.08571428571
"ENSG00000162066","AMDHD2",1.01094069508217,0.000850380622942538,383.142857142857
"ENSG00000241399","CD302",1.01034033652401,0.00693349873302511,215.085714285714
"ENSG00000196975","ANXA4",1.00579385668062,0.00077633552849368,1399.94285714286
"ENSG00000159164","SV2A",1.00361987818237,0.0257222551778238,65.9428571428572
"ENSG00000090530","P3H2",0.998890071190817,0.00608847392465176,145.657142857143
"ENSG00000008513","ST3GAL1",-0.994920220914317,0.00906511398889629,4464.28571428571
"ENSG00000033100","CHPF2",0.993616388496133,0.00058411209810488,844.428571428571
"ENSG00000164111","ANXA5",0.99130615032927,0.00370191558385382,6908.31428571428
"ENSG00000169255","B3GALNT1",0.987336347848777,0.00349460756169364,181.057142857143
"ENSG00000160326","SLC2A6",0.984573981692428,0.00266610137897883,144.714285714286
"ENSG00000100417","PMM1",0.982597527119012,0.00591109948488281,573.228571428572
"ENSG00000235863","B3GALT4",0.972736941286325,0.00893269377371247,225.057142857143
"ENSG00000104723","TUSC3",0.966066157893988,0.000394720626013258,523.485714285714
"ENSG00000184005","ST6GALNAC3",-0.938513337234453,0.000132150349789192,141.971428571429
"ENSG00000169902","TPST1",0.934496996087841,0.0250722611459219,335.457142857143
"ENSG00000110080","ST3GAL4",0.931848307659575,0.00357825967374704,375.2
"ENSG00000154734","ADAMTS1",0.931479441206212,0.0060458428516838,2152.97142857143
"ENSG00000112699","GMDS",0.930120056284287,0.00551569740613767,221.628571428571
"ENSG00000103056","SMPD3",0.924811736997587,0.00553687362512399,304.428571428571
"ENSG00000134901","POGLUT2",0.924737899961015,0.00600882808690388,127.2
"ENSG00000122862","SRGN",0.919516796195312,0.0210221131075449,1612.17142857143
"ENSG00000176542","USF3",-0.91390417415152,0.0100913421234322,2036.8
"ENSG00000110852","CLEC2B",0.913390388947706,0.00360642197935524,678.171428571428
"ENSG00000068001","HYAL2",0.895243501071277,0.00197148055808974,1108.25714285714
"ENSG00000135506","OS9",0.884152367948651,0.00146513938996128,3981.91428571429
"ENSG00000117643","MAN1C1",0.884042915875224,0.00704197194284869,693.514285714286
"ENSG00000001036","FUCA2",0.878182926099098,0.0113663924508868,676.228571428571
"ENSG00000080200","CRYBG3",-0.876738643880222,0.0433951600858798,956.714285714286
"ENSG00000005893","LAMP2",-0.8732553352355,0.00169926038465302,6490.6
"ENSG00000108479","GALK1",0.870217843448956,0.00863507829452378,359.228571428571
"ENSG00000155008","APOOL",-0.869006739061415,0.0296488428290555,1689.34285714286
"ENSG00000099866","MADCAM1",0.868179355207028,0.0303698523671879,21.8857142857143
"ENSG00000141012","GALNS",0.8544665311394,0.000970899688902606,396.542857142857
"ENSG00000126091","ST3GAL3",-0.851187895831529,0.0153202781814783,2491.48571428571
"ENSG00000100299","ARSA",0.845663756387918,0.00271072012265217,727.6
"ENSG00000103811","CTSH",0.83887964378611,0.0280355985980734,1655.25714285714
"ENSG00000124357","NAGK",0.837311680518584,0.00022615094024333,1680.11428571429
"ENSG00000187210","GCNT1",0.831712421815351,0.0133111100390823,154.371428571429
"ENSG00000162512","SDC3",0.826720845865417,2.36357167257567e-05,1362.45714285714
"ENSG00000150048","CLEC1A",0.82260734846231,0.0263493156157884,227.171428571429
"ENSG00000078124","ACER3",0.821361468920092,0.000586775493786469,525.142857142857
"ENSG00000147408","CSGALNACT1",0.820173654369136,0.00790473205306792,924.257142857143
"ENSG00000100234","TIMP3",0.813209371777289,0.0141062229404389,22626.9714285714
"ENSG00000114480","GBE1",-0.812799052850147,0.041408989914523,5239.25714285714
"ENSG00000185896","LAMP1",0.80521809082091,0.000583420241227694,5152.25714285714
"ENSG00000163281","GNPDA2",-0.80471227020146,0.000122790120224362,682.6
"ENSG00000167004","PDIA3",0.801653224927246,0.00417654219207297,4472.34285714286
"ENSG00000118276","B4GALT6",-0.777284779485672,0.00185323426861314,169.885714285714
"ENSG00000133460","SLC2A11",-0.777241228859689,0.0178061667936545,776.714285714286
"ENSG00000169919","GUSB",0.776021731079495,0.00423493087114646,1380.94285714286
"ENSG00000179218","CALR",0.77548821925791,0.00282489151439531,6401.4
"ENSG00000162407","PLPP3",0.76506055714882,0.0275406722734134,3625.77142857143
"ENSG00000152952","PLOD2",0.762074653390759,0.0081118761860643,595.085714285714
"ENSG00000033170","FUT8",0.758745995914823,0.00895105939064059,338.828571428571
"ENSG00000142864","SERBP1",-0.754635212437195,0.00357860542332509,14023.3714285714
"ENSG00000109323","MANBA",0.754249407902287,0.00323710085582999,595
"ENSG00000137700","SLC37A4",-0.747969732619623,0.036100139172143,1803.74285714286
"ENSG00000131873","CHSY1",0.74349924084958,0.000620904643144127,684.628571428571
"ENSG00000114378","HYAL1",-0.739070236005911,0.00826291674323936,607.571428571429
"ENSG00000166106","ADAMTS15",0.735377262229819,0.00991564454196209,381.114285714286
"ENSG00000109586","GALNT7",0.733840464138142,0.00227382277969038,203.257142857143
"ENSG00000137575","SDCBP",0.733793144426388,0.00223395097220305,4521.82857142857
"ENSG00000181045","SLC26A11",0.730504306846364,0.000437712071430665,393.2
"ENSG00000141959","PFKL",0.729163023775103,0.0181051754849296,3085.65714285714
"ENSG00000169764","UGP2",-0.720194682547778,0.0395670570442775,18498.6285714286
"ENSG00000100060","MFNG",0.714441337526079,0.0250521793979551,632.485714285714
"ENSG00000130956","HABP4",0.712198057074161,4.80637781150339e-05,716.085714285714
"ENSG00000155893","PXYLP1",0.710526160520963,0.00594407888350049,245.257142857143
"ENSG00000172296","SPTLC3",0.707878549034146,0.0273924487977835,106.4
"ENSG00000177239","MAN1B1",0.706777946690822,0.00349717426842492,1724.2
"ENSG00000121897","LIAS",-0.703790392793877,0.0305908713395876,891.514285714286
"ENSG00000095380","NANS",0.699443935206842,0.0043066405919066,423.657142857143
"ENSG00000196371","FUT4",0.695987494949737,0.0115125042629894,153.257142857143
"ENSG00000173852","DPY19L1",0.691853362553492,0.000621811143490414,429.514285714286
"ENSG00000186866","POFUT2",0.691404952925424,0.00148570450907423,893.4
"ENSG00000074695","LMAN1",-0.684704227848287,0.00112125868520434,3447
"ENSG00000109667","SLC2A9",0.672938102199266,0.0122198888012514,57.3428571428571
"ENSG00000100243","CYB5R3",0.666808308200387,0.00204507106452876,9966.91428571429
"ENSG00000181830","SLC35C1",0.665376956634857,0.00946962682367962,495.828571428572
