"gene_symbol","log2FoldChange","padj","baseMean","regulation","ensembl_id"
"CHPF2",0.993616388496133,0.00058411209810488,844.428571428571,"Up-regulated","ENSG00000033100"
"ANXA5",0.99130615032927,0.00370191558385382,6908.31428571428,"Up-regulated","ENSG00000164111"
"B3GALNT1",0.987336347848777,0.00349460756169364,181.057142857143,"Up-regulated","ENSG00000169255"
"SLC2A6",0.984573981692428,0.00266610137897883,144.714285714286,"Up-regulated","ENSG00000160326"
"PMM1",0.982597527119012,0.00591109948488281,573.228571428572,"Up-regulated","ENSG00000100417"
"B3GALT4",0.972736941286325,0.00893269377371247,225.057142857143,"Up-regulated","ENSG00000235863"
"TUSC3",0.966066157893988,0.000394720626013258,523.485714285714,"Up-regulated","ENSG00000104723"
"ST6GALNAC3",-0.938513337234453,0.000132150349789192,141.971428571429,"Down-regulated","ENSG00000184005"
"TPST1",0.934496996087841,0.0250722611459219,335.457142857143,"Up-regulated","ENSG00000169902"
"ST3GAL4",0.931848307659575,0.00357825967374704,375.2,"Up-regulated","ENSG00000110080"
"ADAMTS1",0.931479441206212,0.0060458428516838,2152.97142857143,"Up-regulated","ENSG00000154734"
"GMDS",0.930120056284287,0.00551569740613767,221.628571428571,"Up-regulated","ENSG00000112699"
"SMPD3",0.924811736997587,0.00553687362512399,304.428571428571,"Up-regulated","ENSG00000103056"
"POGLUT2",0.924737899961015,0.00600882808690388,127.2,"Up-regulated","ENSG00000134901"
"SRGN",0.919516796195312,0.0210221131075449,1612.17142857143,"Up-regulated","ENSG00000122862"
"USF3",-0.91390417415152,0.0100913421234322,2036.8,"Down-regulated","ENSG00000176542"
"CLEC2B",0.913390388947706,0.00360642197935524,678.171428571428,"Up-regulated","ENSG00000110852"
"HYAL2",0.895243501071277,0.00197148055808974,1108.25714285714,"Up-regulated","ENSG00000068001"
"OS9",0.884152367948651,0.00146513938996128,3981.91428571429,"Up-regulated","ENSG00000135506"
"MAN1C1",0.884042915875224,0.00704197194284869,693.514285714286,"Up-regulated","ENSG00000117643"
"FUCA2",0.878182926099098,0.0113663924508868,676.228571428571,"Up-regulated","ENSG00000001036"
"CRYBG3",-0.876738643880222,0.0433951600858798,956.714285714286,"Down-regulated","ENSG00000080200"
"LAMP2",-0.8732553352355,0.00169926038465302,6490.6,"Down-regulated","ENSG00000005893"
"GALK1",0.870217843448956,0.00863507829452378,359.228571428571,"Up-regulated","ENSG00000108479"
"APOOL",-0.869006739061415,0.0296488428290555,1689.34285714286,"Down-regulated","ENSG00000155008"
"MADCAM1",0.868179355207028,0.0303698523671879,21.8857142857143,"Up-regulated","ENSG00000099866"
"GALNS",0.8544665311394,0.000970899688902606,396.542857142857,"Up-regulated","ENSG00000141012"
"ST3GAL3",-0.851187895831529,0.0153202781814783,2491.48571428571,"Down-regulated","ENSG00000126091"
"ARSA",0.845663756387918,0.00271072012265217,727.6,"Up-regulated","ENSG00000100299"
"CTSH",0.83887964378611,0.0280355985980734,1655.25714285714,"Up-regulated","ENSG00000103811"
"NAGK",0.837311680518584,0.00022615094024333,1680.11428571429,"Up-regulated","ENSG00000124357"
"GCNT1",0.831712421815351,0.0133111100390823,154.371428571429,"Up-regulated","ENSG00000187210"
"SDC3",0.826720845865417,2.36357167257567e-05,1362.45714285714,"Up-regulated","ENSG00000162512"
"CLEC1A",0.82260734846231,0.0263493156157884,227.171428571429,"Up-regulated","ENSG00000150048"
"ACER3",0.821361468920092,0.000586775493786469,525.142857142857,"Up-regulated","ENSG00000078124"
"CSGALNACT1",0.820173654369136,0.00790473205306792,924.257142857143,"Up-regulated","ENSG00000147408"
"TIMP3",0.813209371777289,0.0141062229404389,22626.9714285714,"Up-regulated","ENSG00000100234"
"GBE1",-0.812799052850147,0.041408989914523,5239.25714285714,"Down-regulated","ENSG00000114480"
"LAMP1",0.80521809082091,0.000583420241227694,5152.25714285714,"Up-regulated","ENSG00000185896"
"GNPDA2",-0.80471227020146,0.000122790120224362,682.6,"Down-regulated","ENSG00000163281"
"PDIA3",0.801653224927246,0.00417654219207297,4472.34285714286,"Up-regulated","ENSG00000167004"
"B4GALT6",-0.777284779485672,0.00185323426861314,169.885714285714,"Down-regulated","ENSG00000118276"
"SLC2A11",-0.777241228859689,0.0178061667936545,776.714285714286,"Down-regulated","ENSG00000133460"
"GUSB",0.776021731079495,0.00423493087114646,1380.94285714286,"Up-regulated","ENSG00000169919"
"CALR",0.77548821925791,0.00282489151439531,6401.4,"Up-regulated","ENSG00000179218"
"PLPP3",0.76506055714882,0.0275406722734134,3625.77142857143,"Up-regulated","ENSG00000162407"
"PLOD2",0.762074653390759,0.0081118761860643,595.085714285714,"Up-regulated","ENSG00000152952"
"FUT8",0.758745995914823,0.00895105939064059,338.828571428571,"Up-regulated","ENSG00000033170"
"SERBP1",-0.754635212437195,0.00357860542332509,14023.3714285714,"Down-regulated","ENSG00000142864"
"MANBA",0.754249407902287,0.00323710085582999,595,"Up-regulated","ENSG00000109323"
"SLC37A4",-0.747969732619623,0.036100139172143,1803.74285714286,"Down-regulated","ENSG00000137700"
"CHSY1",0.74349924084958,0.000620904643144127,684.628571428571,"Up-regulated","ENSG00000131873"
"HYAL1",-0.739070236005911,0.00826291674323936,607.571428571429,"Down-regulated","ENSG00000114378"
"ADAMTS15",0.735377262229819,0.00991564454196209,381.114285714286,"Up-regulated","ENSG00000166106"
"GALNT7",0.733840464138142,0.00227382277969038,203.257142857143,"Up-regulated","ENSG00000109586"
"SDCBP",0.733793144426388,0.00223395097220305,4521.82857142857,"Up-regulated","ENSG00000137575"
"SLC26A11",0.730504306846364,0.000437712071430665,393.2,"Up-regulated","ENSG00000181045"
"PFKL",0.729163023775103,0.0181051754849296,3085.65714285714,"Up-regulated","ENSG00000141959"
"UGP2",-0.720194682547778,0.0395670570442775,18498.6285714286,"Down-regulated","ENSG00000169764"
"MFNG",0.714441337526079,0.0250521793979551,632.485714285714,"Up-regulated","ENSG00000100060"
"HABP4",0.712198057074161,4.80637781150339e-05,716.085714285714,"Up-regulated","ENSG00000130956"
"PXYLP1",0.710526160520963,0.00594407888350049,245.257142857143,"Up-regulated","ENSG00000155893"
"SPTLC3",0.707878549034146,0.0273924487977835,106.4,"Up-regulated","ENSG00000172296"
"MAN1B1",0.706777946690822,0.00349717426842492,1724.2,"Up-regulated","ENSG00000177239"
"LIAS",-0.703790392793877,0.0305908713395876,891.514285714286,"Down-regulated","ENSG00000121897"
"NANS",0.699443935206842,0.0043066405919066,423.657142857143,"Up-regulated","ENSG00000095380"
"FUT4",0.695987494949737,0.0115125042629894,153.257142857143,"Up-regulated","ENSG00000196371"
"DPY19L1",0.691853362553492,0.000621811143490414,429.514285714286,"Up-regulated","ENSG00000173852"
"POFUT2",0.691404952925424,0.00148570450907423,893.4,"Up-regulated","ENSG00000186866"
"LMAN1",-0.684704227848287,0.00112125868520434,3447,"Down-regulated","ENSG00000074695"
"SLC2A9",0.672938102199266,0.0122198888012514,57.3428571428571,"Up-regulated","ENSG00000109667"
"CYB5R3",0.666808308200387,0.00204507106452876,9966.91428571429,"Up-regulated","ENSG00000100243"
"SLC35C1",0.665376956634857,0.00946962682367962,495.828571428572,"Up-regulated","ENSG00000181830"
"SGSH",0.665152723555887,0.00550605540349024,817.028571428571,"Up-regulated","ENSG00000181523"
"PRKCSH",0.665129787469815,0.0181674566186049,3379.6,"Up-regulated","ENSG00000130175"
"H6PD",-0.661722644445779,1.99704961667231e-05,4960.14285714286,"Down-regulated","ENSG00000049239"
"ALG10",-0.661487056456724,4.12190154460901e-05,51,"Down-regulated","ENSG00000139133"
"AMY2A",-0.658981063539313,0.013581385070854,453.571428571429,"Down-regulated","ENSG00000243480"
"POGLUT1",0.655051452566757,6.71112512941702e-05,338.885714285714,"Up-regulated","ENSG00000163389"
"FGF13",-0.652347859109251,0.0359140996328315,886.342857142857,"Down-regulated","ENSG00000129682"
"STT3B",-0.649522770198723,0.00109411264661594,4679.37142857143,"Down-regulated","ENSG00000163527"
"ST8SIA4",0.648220038042744,0.0458002947245809,286.285714285714,"Up-regulated","ENSG00000113532"
"EXTL3",-0.645887428171148,0.00437394819182489,1893.82857142857,"Down-regulated","ENSG00000012232"
"GLB1",0.643324652047805,0.00286502620544258,616.8,"Up-regulated","ENSG00000170266"
"SIAE",-0.641245621464423,0.0235721097079009,1315.97142857143,"Down-regulated","ENSG00000110013"
"B3GALT6",0.640178094891751,0.0219849168564512,512.657142857143,"Up-regulated","ENSG00000176022"
"GM2A",0.638442459786632,0.000800973083646335,919.857142857143,"Up-regulated","ENSG00000196743"
"GALNT18",0.638362605720646,0.0119171432186892,509.171428571429,"Up-regulated","ENSG00000110328"
"DAG1",-0.636074111121138,0.0181380713600361,7169.6,"Down-regulated","ENSG00000173402"
"C1GALT1",-0.634435840555528,9.9511960715474e-05,705.428571428571,"Down-regulated","ENSG00000106392"
"DPM2",0.6329479918246,0.0232554657304088,454.2,"Up-regulated","ENSG00000136908"
"UGGT2",0.623167734024667,0.00360961877253241,429.685714285714,"Up-regulated","ENSG00000102595"
"OVGP1",0.620166803797913,0.0481555712829844,156,"Up-regulated","ENSG00000085465"
"CMAS",-0.618256711766169,0.00318194471111798,1406.74285714286,"Down-regulated","ENSG00000111726"
"PIGF",-0.613894305540265,0.00104027426913799,313.885714285714,"Down-regulated","ENSG00000151665"
"UGCG",0.612926706017202,0.00512852513530865,576.542857142857,"Up-regulated","ENSG00000148154"
"B3GNT2",0.607000604622596,0.0234882510594567,366.428571428571,"Up-regulated","ENSG00000170340"
"GNPTAB",-0.606783883042659,0.0366087899436796,1939.8,"Down-regulated","ENSG00000111670"
"ST6GALNAC2",-0.603583186969353,0.0336927135054923,752.428571428571,"Down-regulated","ENSG00000070731"
"DPY19L3",0.602626003855289,0.0121423072100242,491.428571428571,"Up-regulated","ENSG00000178904"
"ALG11",-0.592534235202486,0.0287921441565407,154.914285714286,"Down-regulated","ENSG00000253710"
"PIGN",-0.592001385217127,0.0154394509713649,697.885714285714,"Down-regulated","ENSG00000197563"
"MANEAL",-0.590788584385101,0.0107454346361732,87.7142857142857,"Down-regulated","ENSG00000185090"
"CSTB",0.590436676874274,0.00200028290991886,2058.91428571429,"Up-regulated","ENSG00000160213"
"PIGW",-0.589325347856338,0.00090898332107517,258.114285714286,"Down-regulated","ENSG00000277161"
"SRD5A3",0.579196905096053,0.0410175427743331,279.828571428571,"Up-regulated","ENSG00000128039"
"GMPPA",0.577650087679868,0.00550625297595993,843.914285714286,"Up-regulated","ENSG00000144591"
"LIPA",0.577469619489573,0.0307545958336409,1313.85714285714,"Up-regulated","ENSG00000107798"
"HSPG2",0.571160708378076,0.0255433872402452,14488.2571428571,"Up-regulated","ENSG00000142798"
"GALNT1",-0.568397909671368,0.0091029961700458,2497.2,"Down-regulated","ENSG00000141429"
"NGLY1",-0.566275764101306,0.034392019981079,2047.45714285714,"Down-regulated","ENSG00000151092"
"GNB1",0.565494947970788,0.00440963010055601,5329.82857142857,"Up-regulated","ENSG00000078369"
"RDH13",-0.561693408315833,0.0240024742777014,521.742857142857,"Down-regulated","ENSG00000160439"
"GPCPD1",-0.560803403502479,0.0204502934990693,1673.97142857143,"Down-regulated","ENSG00000125772"
"SGMS2",0.559541628342633,0.0257338554839518,335.828571428571,"Up-regulated","ENSG00000164023"
"AMY2B",-0.557606845788793,0.0240275386258636,2510.42857142857,"Down-regulated","ENSG00000240038"
"PIGH",-0.553329597404972,0.000324889425783618,598.514285714286,"Down-regulated","ENSG00000100564"
"GLA",0.545990125557706,0.0131344769595757,353.314285714286,"Up-regulated","ENSG00000102393"
"COG6",-0.544831617222951,0.00834917289159821,622.685714285714,"Down-regulated","ENSG00000133103"
"COG2",-0.540856777440755,0.000879773986167519,1042.88571428571,"Down-regulated","ENSG00000135775"
"TMEM165",0.539578324458535,0.00319708261322123,1156.42857142857,"Up-regulated","ENSG00000134851"
"PIGQ",0.537587193071801,0.0415579264990487,644.8,"Up-regulated","ENSG00000007541"
"GMPPB",0.534034810392374,0.00189257501594103,508.571428571429,"Up-regulated","ENSG00000173540"
"FUT11",0.521884827291828,0.000910610665410863,494.4,"Up-regulated","ENSG00000196968"
"SLC35C2",0.521038111358003,0.0178419065848649,1185.37142857143,"Up-regulated","ENSG00000080189"
"LMAN2",0.520930993018028,0.0236393557395607,1672.08571428571,"Up-regulated","ENSG00000169223"
"COG5",-0.518090775197544,0.0395333104711649,1080.65714285714,"Down-regulated","ENSG00000164597"
"CERS2",0.511725715196132,0.0130804143720135,1326.57142857143,"Up-regulated","ENSG00000143418"
"DPM1",-0.51171967952626,0.0190225491582209,1222.48571428571,"Down-regulated","ENSG00000000419"
"PIGP",-0.510284512052131,0.0388540021276513,815.914285714286,"Down-regulated","ENSG00000185808"
"ANXA7",-0.50800192773908,0.0141196601723194,6646.22857142857,"Down-regulated","ENSG00000138279"
"CHST3",0.503430294740704,0.045199251665142,938.714285714286,"Up-regulated","ENSG00000122863"
"FKTN",-0.500927888201355,0.0286582743305496,705.942857142857,"Down-regulated","ENSG00000106692"
"ST6GALNAC6",0.49964045640156,0.0184581834501619,3246.45714285714,"Up-regulated","ENSG00000160408"
"ALG10B",-0.480254110027835,0.00588263349467285,341.714285714286,"Down-regulated","ENSG00000175548"
"KDSR",0.477146309483496,0.0350715781858039,1033.2,"Up-regulated","ENSG00000119537"
"LGALS8",0.475002985909624,0.0118338438326816,837.4,"Up-regulated","ENSG00000116977"
"MAN2A1",-0.471050904627759,0.0415203932572417,1438.34285714286,"Down-regulated","ENSG00000112893"
"HEXA",0.4699575420208,0.0355208617109353,1178.71428571429,"Up-regulated","ENSG00000213614"
"MOGS",0.464576807569092,0.01938291610803,1206.11428571429,"Up-regulated","ENSG00000115275"
"MGAT1",0.455813234837605,0.0257646718783576,4286.65714285714,"Up-regulated","ENSG00000131446"
"XYLT2",0.449716798452954,0.022490548519256,647.485714285714,"Up-regulated","ENSG00000015532"
"HGSNAT",0.443662860791175,0.0129000282040877,2541.4,"Up-regulated","ENSG00000165102"
"PIGO",0.431483835707159,0.0131753139361302,453.885714285714,"Up-regulated","ENSG00000165282"
"NAGA",0.428281632467323,0.0489793397309173,738.457142857143,"Up-regulated","ENSG00000198951"
"RFT1",0.426807917749667,0.0107270987127439,297.742857142857,"Up-regulated","ENSG00000163933"
"UTP14C",-0.425883446179119,0.0388663283995939,792.342857142857,"Down-regulated","ENSG00000253797"
"PIGV",0.423210184164458,0.0306350174021294,233.742857142857,"Up-regulated","ENSG00000060642"
"GNPNAT1",-0.422820225775009,0.0235618394975165,435.285714285714,"Down-regulated","ENSG00000100522"
"FAM20B",-0.412477992793742,0.034248984274676,2456.37142857143,"Down-regulated","ENSG00000116199"
"SLC17A5",0.404126890786869,0.0182071889474294,465.8,"Up-regulated","ENSG00000119899"
"SPTLC2",0.403600944306231,0.0462956446820977,1078.48571428571,"Up-regulated","ENSG00000100596"
"FKRP",-0.400212617297225,0.0380417853820514,756.057142857143,"Down-regulated","ENSG00000181027"
"EXT2",0.394976968316242,0.0138851177540393,1434.88571428571,"Up-regulated","ENSG00000151348"
"GANAB",0.389933949595139,0.00331926148720088,4539.94285714286,"Up-regulated","ENSG00000089597"
"NEU1",0.387761031954738,0.0163060814394205,907.742857142857,"Up-regulated","ENSG00000204386"
"TPST2",-0.382580273752118,0.0187196867667673,1109.28571428571,"Down-regulated","ENSG00000128294"
"PIGK",-0.380085763714555,0.00226136915648186,791.028571428571,"Down-regulated","ENSG00000142892"
"CTSA",0.3792292901785,0.0297515944865739,2412.17142857143,"Up-regulated","ENSG00000064601"
"STT3A",0.37740463275822,0.0160646773464263,1589.31428571429,"Up-regulated","ENSG00000134910"
"ESD",-0.375433722568001,0.00139529589121631,3509.37142857143,"Down-regulated","ENSG00000139684"
"DPY19L4",-0.367536201128225,0.0310543470221064,757.114285714286,"Down-regulated","ENSG00000156162"
"PIGX",-0.362799897767147,0.0288737061188611,742.457142857143,"Down-regulated","ENSG00000163964"
"SMC3",-0.362052164113375,0.0217014039908573,1500.74285714286,"Down-regulated","ENSG00000108055"
"DPAGT1",0.344890230255475,0.0283322609702292,502.914285714286,"Up-regulated","ENSG00000172269"
"ASAH1",-0.34395955772184,0.033593578263258,5971.11428571429,"Down-regulated","ENSG00000104763"
"HMGB1",-0.328253823943254,0.000376849303320736,12762.2857142857,"Down-regulated","ENSG00000189403"
"ERLEC1",-0.317838921473087,0.00123728213036161,1731.94285714286,"Down-regulated","ENSG00000068912"
"GXYLT1",-0.307386085300367,0.0380417853820514,431.857142857143,"Down-regulated","ENSG00000151233"
"B4GAT1",-0.305722635546251,0.0218586092093288,1102.2,"Down-regulated","ENSG00000174684"
"SLC35A2",0.294950665673655,0.0465700756960709,302.514285714286,"Up-regulated","ENSG00000102100"
"MGAT4B",0.288491400253777,0.0455376684513373,1536.62857142857,"Up-regulated","ENSG00000161013"
"RTF2",-0.288455811253753,0.01984129343293,3683.8,"Down-regulated","ENSG00000022277"
"GTDC1",-0.283557943543229,0.0495782233722116,860.628571428571,"Down-regulated","ENSG00000121964"
"RXYLT1",-0.283179482380551,0.0444369379792003,485.6,"Down-regulated","ENSG00000118600"
"COG3",-0.282392309600358,0.00129194750394664,882.857142857143,"Down-regulated","ENSG00000136152"
"COG1",-0.277613948945224,0.0478275885862183,1455.68571428571,"Down-regulated","ENSG00000166685"
"ALG9",-0.259252150516649,0.048289178519727,334.714285714286,"Down-regulated","ENSG00000086848"
NA,NA,NA,NA,NA,"NA"
NA,NA,NA,NA,NA,"NA.1"
NA,NA,NA,NA,NA,"NA.2"
NA,NA,NA,NA,NA,"NA.3"
NA,NA,NA,NA,NA,"NA.4"
NA,NA,NA,NA,NA,"NA.5"
NA,NA,NA,NA,NA,"NA.6"
NA,NA,NA,NA,NA,"NA.7"
NA,NA,NA,NA,NA,"NA.8"
NA,NA,NA,NA,NA,"NA.9"
NA,NA,NA,NA,NA,"NA.10"
NA,NA,NA,NA,NA,"NA.11"
NA,NA,NA,NA,NA,"NA.12"
NA,NA,NA,NA,NA,"NA.13"
NA,NA,NA,NA,NA,"NA.14"
NA,NA,NA,NA,NA,"NA.15"
NA,NA,NA,NA,NA,"NA.16"
NA,NA,NA,NA,NA,"NA.17"
NA,NA,NA,NA,NA,"NA.18"
NA,NA,NA,NA,NA,"NA.19"
NA,NA,NA,NA,NA,"NA.20"
NA,NA,NA,NA,NA,"NA.21"
NA,NA,NA,NA,NA,"NA.22"
NA,NA,NA,NA,NA,"NA.23"
NA,NA,NA,NA,NA,"NA.24"
NA,NA,NA,NA,NA,"NA.25"
NA,NA,NA,NA,NA,"NA.26"
NA,NA,NA,NA,NA,"NA.27"
NA,NA,NA,NA,NA,"NA.28"
NA,NA,NA,NA,NA,"NA.29"
NA,NA,NA,NA,NA,"NA.30"
NA,NA,NA,NA,NA,"NA.31"
NA,NA,NA,NA,NA,"NA.32"
NA,NA,NA,NA,NA,"NA.33"
NA,NA,NA,NA,NA,"NA.34"
NA,NA,NA,NA,NA,"NA.35"
NA,NA,NA,NA,NA,"NA.36"
NA,NA,NA,NA,NA,"NA.37"
NA,NA,NA,NA,NA,"NA.38"
NA,NA,NA,NA,NA,"NA.39"
NA,NA,NA,NA,NA,"NA.40"
NA,NA,NA,NA,NA,"NA.41"
NA,NA,NA,NA,NA,"NA.42"
NA,NA,NA,NA,NA,"NA.43"
NA,NA,NA,NA,NA,"NA.44"
NA,NA,NA,NA,NA,"NA.45"
NA,NA,NA,NA,NA,"NA.46"
NA,NA,NA,NA,NA,"NA.47"
NA,NA,NA,NA,NA,"NA.48"
NA,NA,NA,NA,NA,"NA.49"
NA,NA,NA,NA,NA,"NA.50"
NA,NA,NA,NA,NA,"NA.51"
NA,NA,NA,NA,NA,"NA.52"
NA,NA,NA,NA,NA,"NA.53"
NA,NA,NA,NA,NA,"NA.54"
NA,NA,NA,NA,NA,"NA.55"
NA,NA,NA,NA,NA,"NA.56"
NA,NA,NA,NA,NA,"NA.57"
NA,NA,NA,NA,NA,"NA.58"
NA,NA,NA,NA,NA,"NA.59"
NA,NA,NA,NA,NA,"NA.60"
NA,NA,NA,NA,NA,"NA.61"
NA,NA,NA,NA,NA,"NA.62"
NA,NA,NA,NA,NA,"NA.63"
NA,NA,NA,NA,NA,"NA.64"
NA,NA,NA,NA,NA,"NA.65"
NA,NA,NA,NA,NA,"NA.66"
NA,NA,NA,NA,NA,"NA.67"
NA,NA,NA,NA,NA,"NA.68"
NA,NA,NA,NA,NA,"NA.69"
NA,NA,NA,NA,NA,"NA.70"
NA,NA,NA,NA,NA,"NA.71"
NA,NA,NA,NA,NA,"NA.72"
NA,NA,NA,NA,NA,"NA.73"
NA,NA,NA,NA,NA,"NA.74"
NA,NA,NA,NA,NA,"NA.75"
NA,NA,NA,NA,NA,"NA.76"
NA,NA,NA,NA,NA,"NA.77"
NA,NA,NA,NA,NA,"NA.78"
NA,NA,NA,NA,NA,"NA.79"
NA,NA,NA,NA,NA,"NA.80"
NA,NA,NA,NA,NA,"NA.81"
NA,NA,NA,NA,NA,"NA.82"
NA,NA,NA,NA,NA,"NA.83"
NA,NA,NA,NA,NA,"NA.84"
NA,NA,NA,NA,NA,"NA.85"
NA,NA,NA,NA,NA,"NA.86"
NA,NA,NA,NA,NA,"NA.87"
NA,NA,NA,NA,NA,"NA.88"
NA,NA,NA,NA,NA,"NA.89"
NA,NA,NA,NA,NA,"NA.90"
NA,NA,NA,NA,NA,"NA.91"
NA,NA,NA,NA,NA,"NA.92"
NA,NA,NA,NA,NA,"NA.93"
NA,NA,NA,NA,NA,"NA.94"
NA,NA,NA,NA,NA,"NA.95"
NA,NA,NA,NA,NA,"NA.96"
NA,NA,NA,NA,NA,"NA.97"
NA,NA,NA,NA,NA,"NA.98"
NA,NA,NA,NA,NA,"NA.99"
NA,NA,NA,NA,NA,"NA.100"
NA,NA,NA,NA,NA,"NA.101"
NA,NA,NA,NA,NA,"NA.102"
NA,NA,NA,NA,NA,"NA.103"
NA,NA,NA,NA,NA,"NA.104"
NA,NA,NA,NA,NA,"NA.105"
NA,NA,NA,NA,NA,"NA.106"
NA,NA,NA,NA,NA,"NA.107"
NA,NA,NA,NA,NA,"NA.108"
NA,NA,NA,NA,NA,"NA.109"
NA,NA,NA,NA,NA,"NA.110"
NA,NA,NA,NA,NA,"NA.111"
NA,NA,NA,NA,NA,"NA.112"
NA,NA,NA,NA,NA,"NA.113"
NA,NA,NA,NA,NA,"NA.114"
NA,NA,NA,NA,NA,"NA.115"
NA,NA,NA,NA,NA,"NA.116"
NA,NA,NA,NA,NA,"NA.117"
NA,NA,NA,NA,NA,"NA.118"
NA,NA,NA,NA,NA,"NA.119"
NA,NA,NA,NA,NA,"NA.120"
NA,NA,NA,NA,NA,"NA.121"
NA,NA,NA,NA,NA,"NA.122"
NA,NA,NA,NA,NA,"NA.123"
NA,NA,NA,NA,NA,"NA.124"
NA,NA,NA,NA,NA,"NA.125"
NA,NA,NA,NA,NA,"NA.126"
NA,NA,NA,NA,NA,"NA.127"
NA,NA,NA,NA,NA,"NA.128"
NA,NA,NA,NA,NA,"NA.129"
NA,NA,NA,NA,NA,"NA.130"
NA,NA,NA,NA,NA,"NA.131"
NA,NA,NA,NA,NA,"NA.132"
NA,NA,NA,NA,NA,"NA.133"
NA,NA,NA,NA,NA,"NA.134"
NA,NA,NA,NA,NA,"NA.135"
NA,NA,NA,NA,NA,"NA.136"
NA,NA,NA,NA,NA,"NA.137"
NA,NA,NA,NA,NA,"NA.138"
NA,NA,NA,NA,NA,"NA.139"
NA,NA,NA,NA,NA,"NA.140"
NA,NA,NA,NA,NA,"NA.141"
NA,NA,NA,NA,NA,"NA.142"
NA,NA,NA,NA,NA,"NA.143"
NA,NA,NA,NA,NA,"NA.144"
NA,NA,NA,NA,NA,"NA.145"
NA,NA,NA,NA,NA,"NA.146"
NA,NA,NA,NA,NA,"NA.147"
NA,NA,NA,NA,NA,"NA.148"
NA,NA,NA,NA,NA,"NA.149"
NA,NA,NA,NA,NA,"NA.150"
NA,NA,NA,NA,NA,"NA.151"
NA,NA,NA,NA,NA,"NA.152"
NA,NA,NA,NA,NA,"NA.153"
NA,NA,NA,NA,NA,"NA.154"
NA,NA,NA,NA,NA,"NA.155"
NA,NA,NA,NA,NA,"NA.156"
NA,NA,NA,NA,NA,"NA.157"
NA,NA,NA,NA,NA,"NA.158"
NA,NA,NA,NA,NA,"NA.159"
NA,NA,NA,NA,NA,"NA.160"
NA,NA,NA,NA,NA,"NA.161"
NA,NA,NA,NA,NA,"NA.162"
NA,NA,NA,NA,NA,"NA.163"
NA,NA,NA,NA,NA,"NA.164"
NA,NA,NA,NA,NA,"NA.165"
NA,NA,NA,NA,NA,"NA.166"
NA,NA,NA,NA,NA,"NA.167"
NA,NA,NA,NA,NA,"NA.168"
NA,NA,NA,NA,NA,"NA.169"
NA,NA,NA,NA,NA,"NA.170"
NA,NA,NA,NA,NA,"NA.171"
NA,NA,NA,NA,NA,"NA.172"
NA,NA,NA,NA,NA,"NA.173"
NA,NA,NA,NA,NA,"NA.174"
NA,NA,NA,NA,NA,"NA.175"
NA,NA,NA,NA,NA,"NA.176"
NA,NA,NA,NA,NA,"NA.177"
NA,NA,NA,NA,NA,"NA.178"
NA,NA,NA,NA,NA,"NA.179"
NA,NA,NA,NA,NA,"NA.180"
NA,NA,NA,NA,NA,"NA.181"
NA,NA,NA,NA,NA,"NA.182"
NA,NA,NA,NA,NA,"NA.183"
NA,NA,NA,NA,NA,"NA.184"
NA,NA,NA,NA,NA,"NA.185"
NA,NA,NA,NA,NA,"NA.186"
NA,NA,NA,NA,NA,"NA.187"
NA,NA,NA,NA,NA,"NA.188"
NA,NA,NA,NA,NA,"NA.189"
NA,NA,NA,NA,NA,"NA.190"
NA,NA,NA,NA,NA,"NA.191"
NA,NA,NA,NA,NA,"NA.192"
NA,NA,NA,NA,NA,"NA.193"
NA,NA,NA,NA,NA,"NA.194"
NA,NA,NA,NA,NA,"NA.195"
NA,NA,NA,NA,NA,"NA.196"
NA,NA,NA,NA,NA,"NA.197"
NA,NA,NA,NA,NA,"NA.198"
NA,NA,NA,NA,NA,"NA.199"
NA,NA,NA,NA,NA,"NA.200"
NA,NA,NA,NA,NA,"NA.201"
NA,NA,NA,NA,NA,"NA.202"
NA,NA,NA,NA,NA,"NA.203"
NA,NA,NA,NA,NA,"NA.204"
NA,NA,NA,NA,NA,"NA.205"
NA,NA,NA,NA,NA,"NA.206"
NA,NA,NA,NA,NA,"NA.207"
NA,NA,NA,NA,NA,"NA.208"
NA,NA,NA,NA,NA,"NA.209"
NA,NA,NA,NA,NA,"NA.210"
NA,NA,NA,NA,NA,"NA.211"
NA,NA,NA,NA,NA,"NA.212"
NA,NA,NA,NA,NA,"NA.213"
NA,NA,NA,NA,NA,"NA.214"
NA,NA,NA,NA,NA,"NA.215"
NA,NA,NA,NA,NA,"NA.216"
NA,NA,NA,NA,NA,"NA.217"
NA,NA,NA,NA,NA,"NA.218"
NA,NA,NA,NA,NA,"NA.219"
NA,NA,NA,NA,NA,"NA.220"
NA,NA,NA,NA,NA,"NA.221"
NA,NA,NA,NA,NA,"NA.222"
NA,NA,NA,NA,NA,"NA.223"
NA,NA,NA,NA,NA,"NA.224"
NA,NA,NA,NA,NA,"NA.225"
NA,NA,NA,NA,NA,"NA.226"
NA,NA,NA,NA,NA,"NA.227"
NA,NA,NA,NA,NA,"NA.228"
NA,NA,NA,NA,NA,"NA.229"
NA,NA,NA,NA,NA,"NA.230"
NA,NA,NA,NA,NA,"NA.231"
NA,NA,NA,NA,NA,"NA.232"
NA,NA,NA,NA,NA,"NA.233"
NA,NA,NA,NA,NA,"NA.234"
NA,NA,NA,NA,NA,"NA.235"
NA,NA,NA,NA,NA,"NA.236"
