"","logFC","logCPM","PValue","FDR","regulation"
"PIGW",-0.394005681688988,4.13382231236598,0.561590935072446,1,"Down"
"SULF1",0.392945094478178,6.20463032434265,0.55125821314852,1,"Up"
"HEXA",0.38966971957956,6.88568883866632,0.553410900955101,1,"Up"
"CLEC18A",-0.383561425052014,-0.108307527031313,0.683326794010689,1,"Down"
"ASAH1",0.378827607549997,8.6696263010751,0.563121678080521,1,"Up"
"PDIA3",0.374332309150602,8.60613991669158,0.567777778930079,1,"Up"
"SGSH",-0.373996189655734,4.97929840891378,0.574590588206259,1,"Down"
"GMDS",0.37387453834474,5.52110441134633,0.571701784164706,1,"Up"
"KLRG1",0.369069720363605,0.924790636316633,0.669494528202494,1,"Up"
"COG3",-0.365811594561913,4.72727197741856,0.585090399755972,1,"Down"
"TPST1",-0.364576046448098,4.05040297948217,0.591520185004891,1,"Down"
"B4GALT4",-0.363276454494273,4.09017806253975,0.58970477223578,1,"Down"
"GALNT3",-0.357685176882813,1.81062934827964,0.662457488799049,1,"Down"
"ST6GALNAC3",-0.354043519349779,2.20146517708255,0.643787726431371,1,"Down"
"LAYN",0.351889978042355,4.46836410413181,0.60230719891355,1,"Up"
"HEXB",-0.343885008000524,6.61954881127845,0.601340273109444,1,"Down"
"PFKL",0.343213365274687,8.6011676077254,0.600338983672213,1,"Up"
"MANBA",-0.341532911917097,4.72225081779778,0.610747702729746,1,"Down"
"VCAM1",-0.337852995272607,4.13471383139251,0.619203364290308,1,"Down"
"SLC2A6",-0.33502835486357,5.77551361765509,0.612608238549926,1,"Down"
"PIGH",0.334383768909069,2.63948494711557,0.64586030756299,1,"Up"
"GTDC1",0.32878915730798,4.95409122394958,0.623631696764928,1,"Up"
"TUSC3",0.326236775256841,7.40709102217471,0.619188018521066,1,"Up"
"SLC35C1",-0.323135095829511,5.39739440731614,0.626646137812314,1,"Down"
"SPOCK1",-0.322625021398499,7.22333069768822,0.623260124768918,1,"Down"
"DPM1",0.322059049339525,6.14145631587417,0.625489350003113,1,"Up"
"TIMP2",-0.321747404169697,9.09967971626324,0.623129912703017,1,"Down"
"UGGT2",0.320868866216442,4.1908158292191,0.638300968211802,1,"Up"
"PYGL",-0.320776549222235,6.28497404120113,0.626601846065339,1,"Down"
"LCTL",0.317133284872773,-0.00270563825676274,0.898527520344665,1,"Up"
"AGA",-0.315807504036065,4.42675208289836,0.640259918769565,1,"Down"
"PLOD3",0.315387943920866,6.28638956267197,0.63239020242009,1,"Up"
"TPST2",-0.314764409129091,3.64102355570305,0.651090821489712,1,"Down"
"GLT8D2",0.31294607735541,2.2006080888146,0.688804500319852,1,"Up"
"LGALS9C",-0.306171442290011,-1.45418582768118,1,1,"Down"
"AGRN",-0.301973790830652,7.89087523900071,0.645131961179033,1,"Down"
"POMGNT1",0.299010176012604,6.49347778285228,0.649842365153464,1,"Up"
"SLC35A5",-0.297250242108988,5.44021813367359,0.653508003279124,1,"Down"
"HAPLN3",0.29625540681223,3.43210115298427,0.668520241850243,1,"Up"
"GBE1",0.294318004284637,7.12182252075271,0.654153912335749,1,"Up"
"FUCA2",-0.294308461232583,5.9850618295625,0.654895876558136,1,"Down"
"ERLEC1",0.293394808328792,5.56617211900524,0.658370259435799,1,"Up"
"EOGT",-0.288561449443787,4.55455581421355,0.668752042213466,1,"Down"
"SV2A",-0.283831244583291,3.34993531279876,0.692039429678627,1,"Down"
"GALNS",0.276142244090708,5.85457648013653,0.676061897427462,1,"Up"
"LGALSL",-0.275763875048289,3.83472570014297,0.683938156588165,1,"Down"
"CHST10",-0.275611347851242,3.14941235867953,0.697067052284097,1,"Down"
"OVGP1",-0.268201045178258,1.5918281937204,0.745802678456692,1,"Down"
"ALG14",0.264776563312673,4.0225944004881,0.69398930046847,1,"Up"
"CEL",-0.263727216564249,1.17180441896124,0.763086435077977,1,"Down"
"PIGB",0.261550647197405,2.58334038841846,0.720896150140621,1,"Up"
"ALG8",0.260776120381085,5.71855487375628,0.692849979549361,1,"Up"
"COL14A1",-0.260666274660533,7.09513970430631,0.691606891516473,1,"Down"
"RDH13",0.260072731476846,0.923521423350243,0.776274204138305,1,"Up"
"NCAM1",0.256921576383395,9.06221277684104,0.694696008534199,1,"Up"
"GPC3",0.254187012166786,0.973239299185468,0.78315617599573,1,"Up"
"PPP1R3B",-0.252858551032353,5.2855279990951,0.704878909903877,1,"Down"
"ADAMTS1",-0.248378810238683,8.37039512892286,0.704593941174566,1,"Down"
"HMMR",-0.241444431662113,0.333110547965427,0.917981859097417,1,"Down"
"PFKFB3",-0.241404231978509,4.7093401232467,0.721047063190428,1,"Down"
"ST3GAL4",-0.241259047655035,4.41681514020968,0.722974767940147,1,"Down"
"CERS5",0.240327257938555,6.38853185025803,0.71551533880906,1,"Up"
"POMGNT2",0.235640670262847,4.44237333229155,0.727818618275075,1,"Up"
"UAP1",-0.231650119221358,4.08947419303619,0.733130729701528,1,"Down"
"C1GALT1C1",0.22936041556891,4.46202108150739,0.736330844659341,1,"Up"
"CALR",0.228602576857857,9.87224855824376,0.726746581131813,1,"Up"
"ALG2",-0.22280450771964,5.65563433930902,0.736198849695101,1,"Down"
"PGM5",0.222596344004082,3.80539692262544,0.747520592076626,1,"Up"
"GAL3ST2",-0.218028046658567,-1.21300448769711,1,1,"Down"
"ANXA7",0.2116806104856,6.67563532387072,0.747911562683375,1,"Up"
"CTSA",0.20779188203087,10.1551288388376,0.750707839182646,1,"Up"
"ACER3",-0.206936778028128,3.92975385151943,0.760847018650612,1,"Down"
"PFKP",-0.204063849846999,8.8681656166797,0.755277221593804,1,"Down"
"COLGALT1",-0.203577770762948,6.17760140594919,0.75806862773202,1,"Down"
"POMT2",-0.200100015179403,6.03334266338351,0.762373630619549,1,"Down"
"LIAS",-0.199782988518964,4.15849589337785,0.769380372338802,1,"Down"
"A4GALT",-0.19963833616507,5.49047631813652,0.764678430627176,1,"Down"
"PAPSS1",-0.199200082772382,5.21999964993767,0.765558954527767,1,"Down"
"SLC35A4",0.198865609128356,6.09934372043418,0.763653403612021,1,"Up"
"G6PD",0.195528197344248,4.73645989604139,0.771787033753564,1,"Up"
"SLC2A12",-0.191222391921731,1.78541492577929,0.84018055771437,1,"Down"
"FBXO17",0.190528700658437,2.09029549046028,0.816927824241596,1,"Up"
"AOAH",-0.189324118159554,-0.328921810401478,0.876185567281955,1,"Down"
"HMGB1",-0.184662488082687,7.56678167061407,0.778489129493463,1,"Down"
"PIGU",0.184202047006722,4.55208301302697,0.789466615166118,1,"Up"
"PIGM",-0.165152200613691,4.14019655143495,0.810970572006847,1,"Down"
"CD22",-0.164293385943861,0.670742595732847,0.933711020672468,1,"Down"
"PYGB",-0.161950760562162,7.2811561305719,0.805410266830372,1,"Down"
"SLC35B2",0.159996966671585,5.91442428472227,0.808218588045385,1,"Up"
"POFUT2",0.153017069670246,5.65904422620396,0.816886167990032,1,"Up"
"ST6GAL1",-0.148498780887593,5.11992930218143,0.823799162086568,1,"Down"
"GLTP",0.141779151272421,4.59174849924071,0.83264005837571,1,"Up"
"GANC",-0.139562849793598,3.98921965546104,0.84793050919009,1,"Down"
"SERBP1",0.138183370639683,8.66723318912245,0.832932077452419,1,"Up"
"DDOST",0.137792600572711,8.54883460515908,0.833433654415522,1,"Up"
"EXT2",0.136173645538319,5.91004191936108,0.83613386361773,1,"Up"
"SIAE",0.135241803795696,4.9478007741612,0.842650365136526,1,"Up"
"FAM20B",0.129094211998499,5.42735543595936,0.849151275207223,1,"Up"
"GPC5",-0.122231788484654,-0.825690983996715,1,1,"Down"
"GBA2",-0.121211486904953,6.38762178034761,0.854786939367387,1,"Down"
"TMEM165",0.118838200697853,5.19284448848815,0.860589606583904,1,"Up"
"PLOD1",0.115277680238035,6.15896743459799,0.862198859709963,1,"Up"
"ALG10B",0.11394460689366,2.58913435603604,0.887126525346375,1,"Up"
"GALT",-0.109037296941397,3.94691804939837,0.873009598337559,1,"Down"
"FBXO27",-0.108404680095442,1.94405326711513,0.913223295019547,1,"Down"
"GBA",-0.10564599184076,7.12986042709666,0.872679536538534,1,"Down"
"COG7",0.104726743947323,3.79316750420547,0.883719636563842,1,"Up"
"PIGG",0.101821404042356,5.57511224268971,0.878163416277182,1,"Up"
"DPY19L3",-0.0980150271059984,5.33151153997108,0.884546813735655,1,"Down"
"COG8",0.0977704878739032,4.62057218716568,0.887121094571658,1,"Up"
"GAL3ST4",0.0973691685918923,0.995636549000949,0.946046742456445,1,"Up"
"GGTA1P",0.0970458073531622,0.258457844169497,0.913871392828406,1,"Up"
"FGF12",0.0958084554278935,-0.911861835032218,1,1,"Up"
"SFTPD",0.0958084554278935,-0.911861835032218,1,1,"Up"
"COLEC11",0.0954191421308953,-1.10457191525155,1,1,"Up"
"TNXB",0.0938930330363907,-1.59015473648265,1,1,"Up"
"CLEC14A",0.0938930330363907,-1.59015473648265,1,1,"Up"
"A3GALT2",0.0920527220226847,-1.91217753158381,1,1,"Up"
"ARSH",0.0920527220226847,-1.91217753158381,1,1,"Up"
"HS6ST1",-0.0911073630532195,4.38759618408269,0.894993890443611,1,"Down"
"SDC2",0.0909543768218479,7.13214564568458,0.890364937517366,1,"Up"
"CSPG5",0.0869407177792794,-2.32732428772016,1,1,"Up"
"GALNT2",0.0781588724572658,6.93321514121748,0.905978769097849,1,"Up"
"B4GALNT3",0.0720636049539208,3.50235450167784,0.918853522424994,1,"Up"
"NAGA",-0.0683840890757107,3.22607048760733,0.93884040166935,1,"Down"
"ALG13",0.0681610284986472,5.0224039411657,0.92140645868803,1,"Up"
"LAMP1",0.0680391777884868,9.25042023873683,0.917292350048211,1,"Up"
"CTSB",0.0599017952293843,8.22238254213948,0.927415565536731,1,"Up"
"SGMS1",0.056702528999012,4.23316589139808,0.932297109240276,1,"Up"
"B4GAT1",0.0535745852787394,3.93707169549234,0.939672551697445,1,"Up"
"HS2ST1",0.049058486447093,6.59273275157432,0.941547738375319,1,"Up"
"GALK2",-0.0448937827587347,3.14758439904997,0.961121968194543,1,"Down"
"ST3GAL1",-0.040276688678116,3.9449181384891,0.962515849265752,1,"Down"
"FUT11",-0.039621178496269,2.10938891707695,0.974025398353504,1,"Down"
"SPTLC3",-0.0368219801101694,3.69432860331256,0.96431452277685,1,"Down"
"CSTB",-0.0341415654962528,7.80639835040373,0.958908832482349,1,"Down"
"POGLUT1",0.0294531470064816,4.19919979322085,0.974783964228255,1,"Up"
"STT3A",-0.0229047944117144,7.79218348491668,0.972604445743236,1,"Down"
"CST3",0.0159240330521613,9.1405930395325,0.980771446421243,1,"Up"
"CMAS",-0.012404487699822,5.75626364661285,0.987052559395381,1,"Down"
"PIGO",0.0105673760430559,4.6670753209376,0.990858224453985,1,"Up"
"RFT1",-0.00562361451229878,4.35895707402669,1,1,"Down"
"GLB1L",0.00340984779089584,4.27993407986901,1,1,"Up"
"MFNG",-0.0017245547316686,1.0417613277882,1,1,"Down"
"SLC2A7",0,-2.91241423420479,1,1,"Down"
"AMY2A",0,-2.91241423420479,1,1,"Down"
"AMY1C",0,-2.91241423420479,1,1,"Down"
"CHIA",0,-2.91241423420479,1,1,"Down"
"REG4",0,-2.91241423420479,1,1,"Down"
"S100A9",0,-2.91241423420479,1,1,"Down"
"S100A12",0,-2.91241423420479,1,1,"Down"
"ITLN1",0,-2.91241423420479,1,1,"Down"
"ITLN2",0,-2.91241423420479,1,1,"Down"
"SELE",0,-2.91241423420479,1,1,"Down"
"TNR",0,-2.91241423420479,1,1,"Down"
"CLEC4F",0,-2.91241423420479,1,1,"Down"
"REG3G",0,-2.91241423420479,1,1,"Down"
"REG1B",0,-2.91241423420479,1,1,"Down"
"REG1A",0,-2.91241423420479,1,1,"Down"
"REG3A",0,-2.91241423420479,1,1,"Down"
"IL1B",0,-2.91241423420479,1,1,"Down"
"DPP10",0,-2.91241423420479,1,1,"Down"
"G6PC2",0,-2.91241423420479,1,1,"Down"
"NEU2",0,-2.91241423420479,1,1,"Down"
"UGT1A8",0,-2.91241423420479,1,1,"Down"
"UGT1A10",0,-2.91241423420479,1,1,"Down"
"UGT1A9",0,-2.91241423420479,1,1,"Down"
"UGT1A7",0,-2.91241423420479,1,1,"Down"
"UGT1A5",0,-2.91241423420479,1,1,"Down"
"UGT1A4",0,-2.91241423420479,1,1,"Down"
"UGT1A3",0,-2.91241423420479,1,1,"Down"
"UGT1A1",0,-2.91241423420479,1,1,"Down"
"AADAC",0,-2.91241423420479,1,1,"Down"
"SI",0,-2.91241423420479,1,1,"Down"
"UGT2B10",0,-2.91241423420479,1,1,"Down"
"UGT2A3",0,-2.91241423420479,1,1,"Down"
"UGT2B11",0,-2.91241423420479,1,1,"Down"
"UGT2A1",0,-2.91241423420479,1,1,"Down"
"UGT2A2",0,-2.91241423420479,1,1,"Down"
"PPBP",0,-2.91241423420479,1,1,"Down"
"PIGY",0,-2.91241423420479,1,1,"Down"
"MGAT4D",0,-2.91241423420479,1,1,"Down"
"GRIFIN",0,-2.91241423420479,1,1,"Down"
"SLC26A3",0,-2.91241423420479,1,1,"Down"
"GALNTL5",0,-2.91241423420479,1,1,"Down"
"OGN",0,-2.91241423420479,1,1,"Down"
"FCN2",0,-2.91241423420479,1,1,"Down"
"GLT6D1",0,-2.91241423420479,1,1,"Down"
"FUT7",0,-2.91241423420479,1,1,"Down"
"LYZL1",0,-2.91241423420479,1,1,"Down"
"LYZL2",0,-2.91241423420479,1,1,"Down"
"MBL2",0,-2.91241423420479,1,1,"Down"
"HPSE2",0,-2.91241423420479,1,1,"Down"
"MUC2",0,-2.91241423420479,1,1,"Down"
"MUC5AC",0,-2.91241423420479,1,1,"Down"
"FGF4",0,-2.91241423420479,1,1,"Down"
"FGF3",0,-2.91241423420479,1,1,"Down"
"B3GNT6",0,-2.91241423420479,1,1,"Down"
"TREH",0,-2.91241423420479,1,1,"Down"
"FGF23",0,-2.91241423420479,1,1,"Down"
"CLEC4C",0,-2.91241423420479,1,1,"Down"
"KLRB1",0,-2.91241423420479,1,1,"Down"
"CLEC2A",0,-2.91241423420479,1,1,"Down"
"CLEC12A",0,-2.91241423420479,1,1,"Down"
"CLEC1B",0,-2.91241423420479,1,1,"Down"
"CLEC12B",0,-2.91241423420479,1,1,"Down"
"CLEC9A",0,-2.91241423420479,1,1,"Down"
"CLEC1A",0,-2.91241423420479,1,1,"Down"
"OLR1",0,-2.91241423420479,1,1,"Down"
"KLRC3",0,-2.91241423420479,1,1,"Down"
"LALBA",0,-2.91241423420479,1,1,"Down"
"GLYCAM1",0,-2.91241423420479,1,1,"Down"
"IFNG",0,-2.91241423420479,1,1,"Down"
"LYZ",0,-2.91241423420479,1,1,"Down"
"EPYC",0,-2.91241423420479,1,1,"Down"
"KERA",0,-2.91241423420479,1,1,"Down"
"SVOP",0,-2.91241423420479,1,1,"Down"
"LMAN1L",0,-2.91241423420479,1,1,"Down"
"CERS3",0,-2.91241423420479,1,1,"Down"
"HS3ST4",0,-2.91241423420479,1,1,"Down"
"CES5A",0,-2.91241423420479,1,1,"Down"
"CLEC3A",0,-2.91241423420479,1,1,"Down"
"CLEC10A",0,-2.91241423420479,1,1,"Down"
"ASGR2",0,-2.91241423420479,1,1,"Down"
"LGALS9B",0,-2.91241423420479,1,1,"Down"
"LYZL6",0,-2.91241423420479,1,1,"Down"
"CLEC4M",0,-2.91241423420479,1,1,"Down"
"CLEC17A",0,-2.91241423420479,1,1,"Down"
"HAPLN4",0,-2.91241423420479,1,1,"Down"
"LGALS13",0,-2.91241423420479,1,1,"Down"
"LGALS16",0,-2.91241423420479,1,1,"Down"
"FGF21",0,-2.91241423420479,1,1,"Down"
"SIGLEC11",0,-2.91241423420479,1,1,"Down"
"SIGLEC7",0,-2.91241423420479,1,1,"Down"
"CD33",0,-2.91241423420479,1,1,"Down"
"SIGLEC10",0,-2.91241423420479,1,1,"Down"
"SIGLEC8",0,-2.91241423420479,1,1,"Down"
"SIGLEC12",0,-2.91241423420479,1,1,"Down"
"SIGLEC6",0,-2.91241423420479,1,1,"Down"
"SIGLEC5",0,-2.91241423420479,1,1,"Down"
"CD93",0,-2.91241423420479,1,1,"Down"
"SLC5A1",0,-2.91241423420479,1,1,"Down"
"NYX",0,-2.91241423420479,1,1,"Down"
