"gene_id","log2FoldChange","padj"
"6382",4.77423269497003,9.05867201300398e-06
"4635",4.77044636409404,1.34128124956715e-09
"26579",4.76945474100965,4.50551558161944e-06
"645382",4.76371289432643,0.00565985440666064
"6705",4.76073613033296,0.0213341168627572
"6288",4.75771937055511,2.45624547847e-06
"3045",4.74866849254305,8.76511755871122e-06
"645414",4.74850212836809,0.00574430699808857
"28450",4.7337225926145,0.00262698964113222
"84879",4.72880070243915,2.76950297691057e-07
"6357",4.72301796267902,1.57672002544356e-09
"28908",4.69383003048368,2.15759291761013e-05
"101928698",4.68878118003333,0.00249427615265259
"28893",4.67236091101925,0.000342393868519071
"28930",4.66775390146353,0.000343986671483072
"728798",4.6521465578726,0.035248389249534
"63895",4.6491635414433,3.36384855654443e-06
"28388",4.63584543214998,0.00432865782009483
"102724571",4.63504791223512,2.28234436632068e-05
"343071",4.63455293682941,0.00541233100005415
"400736",4.61540361338713,0.00939369301399753
"10739",4.61187407668262,0.000322000454910218
"881",4.61018872775753,3.43096075455793e-05
"145694",4.60796181526776,0.000116302547061929
"399937",4.6035737537409,0.000589608716551239
"10563",4.60114251435907,0.00107919090842717
"6999",4.59720056232273,8.18945814701425e-08
"286753",4.58668423702019,3.27130339736154e-06
"100420386",4.57684657877408,0.00375672862134152
"9162",4.56987090967272,8.25649106535789e-07
"647024",4.55962270368656,4.56024275297106e-07
"27198",4.5556558418248,7.85040689797598e-06
"4986",4.55480442207781,0.000166687855880197
"56246",4.55336338079041,0.000298556534140843
"100130417",4.5475773427518,6.54682112982013e-08
"5020",4.54531898608232,0.000936092118009364
"2596",4.53382103194094,1.23183357631519e-05
"26279",4.53165762729502,0.00455699179532712
"623",4.53000614658401,8.54021797832971e-05
"91937",4.52953163801826,0.000282582133323949
"579",4.52022202410442,0.000507665755376888
"28920",4.50798939193823,0.04699580112995
"4058",4.49270894269023,1.1943801031304e-07
"1301",4.46010559944582,2.28978401753246e-07
"729974",4.45714588897917,0.00198737305086229
"3493",4.4481442025311,0.00024518862924669
"645425",4.44043192920077,0.00104907316303266
"117581",4.43435892404698,1.69486479992382e-07
"7291",4.4282901206864,1.01388061378495e-07
"79160",4.41888603328314,0.000614762205782178
"286554",4.41463050547441,0.00359381799899868
"5746",4.40292610966159,0.00130714378421376
"143162",4.40245340005667,0.0249536851750167
"138046",4.38333741361839,6.79105070104931e-05
"442197",4.38128145083317,0.00975929879796464
"51450",4.37656038608272,4.46589149724245e-09
"340096",4.36417445819112,0.00263292765100195
"28815",4.35525697162802,0.00129436025337549
"352887",4.35281975561487,0.000283596881607273
"3642",4.34872618804129,0.000633007022923244
"645553",4.34753344231196,0.00548996830766175
"28923",4.33623263370404,0.0327649817364817
"152831",4.33440471640324,1.27457933458792e-05
"717",4.3247146816785,3.0681991369021e-09
"8647",4.31162299363447,0.00398321405711701
"4188",4.30734241805567,1.64940541002902e-07
"8511",4.29334809808615,1.135459360712e-06
"3586",4.25783729360772,3.56811282336076e-06
"100128135",4.23862574869479,0.0060011205020594
"201651",4.2372715134132,0.00434603217716218
"51237",4.23091229094174,6.07304931805747e-05
"284417",4.22851937911058,8.05906657823625e-07
"191585",4.2121820392707,0.000814715044475329
"28822",4.20719204743104,0.00681118518319413
"28394",4.20587699163104,0.0213743289306735
"100509620",4.20250929910626,0.00466345499273352
"730",4.19970673563098,5.34644286699012e-07
"100528017",4.18967677038669,0.0189089373533927
"391765",4.185794485261,0.00749171405325923
"51327",4.18421462406752,0.00038622360358206
"5322",4.17564515997093,3.46133705021633e-06
"1117",4.17315574235607,1.62547893594474e-06
"820",4.17298133455427,0.000880828779309102
"102724279",4.17177726977848,0.000718354067513396
"10381",4.16571125637629,0.000787583693441766
"7070",4.16469148737168,3.95525550782889e-09
"644253",4.16138598099546,0.0166491143203269
"643263",4.14396907608525,0.0115413072783002
"4257",4.13426529379972,6.57080949691079e-08
"8618",4.13052015370957,8.88703454499168e-06
"57408",4.12955182999822,0.000423629001437496
"101929484",4.1293708095698,0.0140301457738106
"26",4.1291815634097,0.00350055655513929
"8510",4.12724111606656,1.03770159649753e-07
"55301",4.12622840422493,0.00104702754475146
"1800",4.12438962164582,0.00317015130590349
"340419",4.12387310756583,0.0019928119075105
"1296",4.12176194861828,1.68815754649619e-10
"7472",4.12105776217066,0.000367381102573549
"1308",4.11723892058833,0.00170470930410173
"3458",4.11708713037901,0.00847810541678851
"101928154",4.10881710384709,0.000739083251889732
"8532",4.10613602683423,0.00357695117516123
"5368",4.09863534966668,0.00600403196927513
"6360",4.09636900473043,2.58821603005625e-05
"3371",4.09127474818414,7.89438152139562e-16
"168002",4.09074247679142,0.000137360490227306
"102723920",4.09047620033412,0.00431066476521742
"1026",4.08908675873129,3.71558679525046e-16
"111082963",4.08868590878812,4.84336439294199e-06
"1511",4.07615200240823,9.27808300376206e-08
"9509",4.07539451945587,4.24639949883792e-10
"162461",4.07333231517466,0.00419814769913524
"79097",4.0676940993268,0.0187116243482006
"100141515",4.05873938385591,0.0051531611909281
"55908",4.05649671226017,2.2543505363279e-07
"161159",4.05282966230061,0.0013255949850263
"638",4.04784107075185,0.00234820801845581
"1300",4.04689613861451,7.84276764902135e-05
"1493",4.04561654045388,1.04429079115391e-05
"6285",4.03785386307442,1.40974978341438e-05
"6355",4.02900911071713,1.89818813793054e-06
"9052",4.02731473944526,7.84360384853079e-10
"7062",4.00895478180953,0.000383970576072341
"3706",4.00799541257345,7.73563083908809e-06
"642446",4.00364286458109,0.0164163881807
"3240",3.99889716545361,7.0341188768905e-06
"392255",3.9967510769426,0.000204026007012957
"2048",3.99479437307588,3.23343334599867e-08
"729",3.99295666178461,1.81779875095718e-06
"2906",3.99188248494784,1.00406300975928e-05
"6289",3.9911648478812,0.000661875733722656
"7857",3.98939476722989,1.8693731853172e-05
"5881",3.98554278360934,4.79622508560845e-06
"148398",3.98371247038469,7.23775359810839e-07
"3166",3.98152108015052,0.00317814116418598
"8200",3.98089270109163,0.00405856370256304
"6319",3.97567583221964,2.08655781855048e-07
"84830",3.97061027861224,0.000124657943415985
"170679",3.97050472656964,0.000186688172807008
"642366",3.97008589821884,0.00350716765737653
"378832",3.96822129601446,0.000539872870644594
"6704",3.96786156462804,0.0178441252563663
"284688",3.95455688812879,0.00122948607900229
"3568",3.95410623784047,5.59670928140748e-05
"199675",3.95191734368767,0.00106477990112741
"10309",3.94744203919726,0.00174685620424202
"80339",3.94380439821745,1.55886796119341e-06
"3512",3.93760877378047,0.000495605380533995
"4237",3.92728006666483,1.36398327458924e-07
"54363",3.92456287072396,0.0219344337122407
"101928200",3.92172766464513,2.72254026298929e-05
"105378500",3.92072475093414,0.000926239550221366
"4626",3.92060182464815,2.17729694982316e-06
"9143",3.91964069517561,0.000320365803937358
"129025",3.91695733037282,0.0155546938773584
"3754",3.91470951021299,0.00095155226453707
"107986809",3.91442243745238,0.000197490360691381
"326",3.90738984228163,0.000119130246953427
"4747",3.90372560011567,0.000656855591020353
"100996286",3.90357513015519,0.000344255451304057
"170692",3.89970157608632,1.14661158029946e-05
"1382",3.89836871840697,6.8510332135293e-08
"151306",3.89582086481941,5.03391313912688e-07
"9536",3.8916429290787,1.87125610990027e-07
"83648",3.87778704366864,0.00108304962766587
"23650",3.87714860222639,8.4772570873847e-06
"55600",3.8752665260886,0.0378820247722197
"166012",3.87412115217488,0.000289925094211765
"2354",3.87237649282518,1.14825424556732e-07
"125113",3.86543251819556,0.000418175573968389
"28474",3.86523173913985,0.0109127487272947
"113828",3.86300267873659,2.57661187607395e-06
"1310",3.86107787334399,1.46733221049305e-06
"131034",3.85629726843064,0.000612656301502536
"259307",3.85445503845333,5.27860919562301e-06
"2623",3.8536382415642,0.000560098000069285
"101927070",3.85181211730181,0.00188851859332986
"283078",3.84560315171621,3.89038453482758e-06
"50615",3.83390915369795,3.73137712991156e-06
"85413",3.83234165721944,0.00677954565823816
"27344",3.81711860864888,0.000158657571975844
"26226",3.80674414880878,0.000267480698571039
"286411",3.80172656014822,2.74711523456456e-05
"4435",3.79878398641361,0.000381214062157261
"70",3.78822759556602,3.01007038308195e-06
"54039",3.78700394827925,1.08511680551442e-05
"404217",3.78351805102068,4.01576788081136e-05
"28774",3.78324899444713,0.0187389915747611
"101929559",3.7774994500453,0.00281064718956394
"7177",3.76995728211304,6.57080949691079e-08
"89872",3.76762009744816,0.00609048360283797
"28813",3.76264524510668,0.0106269064348646
"10631",3.75811772351828,1.18556808896493e-08
"339390",3.75610236330355,8.4772570873847e-06
"9518",3.75432723015913,5.83023676816803e-07
"55359",3.75408782606206,0.00027496734493113
"440742",3.75337390562227,0.00872714390802691
"100505592",3.74437405656414,0.0103209524050897
"170261",3.74052826323833,0.00111664747778454
"7512",3.7361173590563,1.77358651534802e-07
"28299",3.73442267423767,0.0112233364951803
"1116",3.73270507730436,9.98488249703418e-06
"1040",3.73082648948324,0.000122067759320046
"51352",3.72968524179584,0.0321733402061067
"7139",3.72814216932204,5.91956614590167e-05
"28567",3.72752121263588,0.00538125399770103
"729779",3.7232165259438,0.00225240170756654
"196051",3.72083746597504,0.00231450460898431
"84624",3.71797193499208,3.18252635581877e-09
"3775",3.71529906841787,3.40656935403847e-05
"347688",3.71359666250748,0.00150216919788514
"338442",3.71308636743772,8.28960180750677e-06
"9671",3.7086803990986,8.9397123719481e-08
"642938",3.70076510245633,7.4490179226861e-05
"64499",3.70066536336282,8.35642102531734e-08
"2326",3.69804458445049,5.05224408988083e-05
"10886",3.69673927666779,0.00370577036289458
"100507403",3.69411419752853,3.59931465987529e-07
"28596",3.69228403646078,0.00276256804231174
"28586",3.69184296812226,0.00440990887870829
"2334",3.6901992991674,0.000114754468108005
"100506119",3.68956290888087,9.64799925379995e-06
"6869",3.68481735390288,7.25550152045961e-06
"6768",3.68418491601599,9.2781338519791e-07
"10409",3.68390250611126,1.06916245460667e-06
"100873962",3.6829602589925,0.0133480293583065
"2838",3.68210718695057,0.0194735943880829
"2863",3.68168525161682,0.00554956809433852
"3494",3.67548791439459,0.00157912724196594
"72",3.66852436784148,3.12411525841848e-07
"797",3.66487483773436,0.0364885847843066
"2810",3.66171016628496,8.99909727414211e-05
"260429",3.660989409967,0.0364389444857285
"56659",3.65949416819047,0.00171425128351812
"101929726",3.65828295824731,7.90794030832396e-06
"57575",3.65768942371768,8.2385319952707e-05
"8839",3.65562898727325,6.19631226027511e-08
"340970",3.64786840444708,0.0223199657848812
"146439",3.6478647722076,0.00680279347650908
"54",3.6474517738543,1.15297831791503e-08
"9464",3.64279279690292,1.77358651534802e-07
"10232",3.6415241144923,0.0086454001672114
"28919",3.63993026453677,0.00689947041464015
"401115",3.63924699007827,0.000197193423772108
"255130",3.63821610613051,0.000160426157492974
"64787",3.63743838114744,4.78401866730748e-08
"60680",3.63738592041867,0.0076347377163117
"55057",3.63434180754494,0.00102703590528666
"102723169",3.62646680129112,0.0162534720536226
"2044",3.62088991019012,0.00185132382974184
"2353",3.61893834764968,8.09195453270115e-07
"5816",3.61127472787462,0.00276106978830901
"92737",3.60479873847827,4.13541479649352e-06
"64699",3.60164369595996,8.31629708373458e-05
"8061",3.59882044384529,3.55494588306117e-08
"146212",3.59836890157853,0.00460071408520412
"2209",3.59383622797897,9.64799925379995e-06
"116238",3.5933017979149,3.91338148764702e-05
"161753",3.59321060303518,0.000342883965715479
"727699",3.59296546489206,0.000596949319641478
"713",3.58586401939769,5.26136772660196e-09
"10149",3.5858489673356,1.30883560510793e-05
"642864",3.58477473851559,0.0196286533975648
"8714",3.58336238208525,6.82780988634257e-09
"101928228",3.58160312724831,1.47656672613721e-05
"10344",3.57644116190249,1.10842354500486e-05
"563",3.5739097269316,0.000119657193819777
"28391",3.57291565190717,0.0191404882151152
"100996635",3.57284655829884,0.0175866304338081
"1475",3.56995568383601,1.90424259514455e-05
"28611",3.56946208445519,0.0173395878445434
"2210",3.56929138855242,7.67649608366176e-06
"28913",3.56927494180096,0.0107743223682934
"401014",3.56574613910983,7.72251353258425e-06
"1278",3.55838042458851,7.22851545887823e-07
"107987337",3.55652436054622,0.0160149005328829
"286499",3.55623138785094,0.0189240026299512
"3868",3.55416319142341,0.0298960604877381
"30811",3.54940888293205,2.77440161707681e-07
"79413",3.54687216518911,0.0315343279261462
"147710",3.5436112780152,0.0389799944342831
"28883",3.5425422705254,0.00415155921960894
"285180",3.5418284378373,0.00316655251171843
"28921",3.54055485048473,0.00412477564776218
"171558",3.53633578239092,0.029446806504288
"203430",3.5320686973105,0.000875338233293834
"150",3.53181150322443,8.63801414229456e-07
"8513",3.53032288191275,0.0133892582409514
"165",3.52845441925757,8.5788207392131e-09
"2263",3.52613371078549,0.000159487355061489
"3048",3.52599554080413,0.00058411209810488
"3670",3.52595878174394,0.023349881189202
"1993",3.52227660948358,9.26998369368774e-06
"714",3.51761209496666,2.29684386599859e-09
"60598",3.51670307052856,0.000174221499792217
"105372950",3.51571931079247,0.0393326172731124
"5222",3.50542130188559,5.85860378337578e-05
"51083",3.50008119545191,0.0135924093944561
"6779",3.49936022784396,0.0168854797361617
"56000",3.49869463802839,0.00032082773658194
"2162",3.49819734137884,3.76167374004385e-10
"113730",3.49723981508379,0.000819460665223133
"28569",3.49405426343305,0.0405370803254711
"8345",3.49266011137458,0.0223691518830904
"3049",3.49218290406047,0.00174955515250936
"3856",3.48578893952452,4.37748277371085e-07
"9951",3.48398553093497,0.0302782081883909
"624",3.48372294926512,3.60292759464676e-09
"3067",3.48296662146362,1.34934496017324e-08
"1959",3.48091678634721,1.47368711642995e-07
"7057",3.48065341368985,1.49793696186925e-13
"107985688",3.479473551561,0.00487908293752299
"643834",3.4785079530216,4.59782277977949e-05
"124842",3.47641543740327,9.62697771768287e-05
"10437",3.4750390411025,0.00197434483872942
"5133",3.47348757238169,0.000100312334634456
"27132",3.47130923530191,0.0113502630137712
"28568",3.47030692574908,0.00251834269819425
"712",3.46936886225586,3.34574308724346e-09
"1946",3.46923529495289,1.15034035678854e-07
"53831",3.45904836932065,0.00591578291298341
"55615",3.45560160184388,3.23875831963354e-07
"144501",3.45366242963638,7.79789169536308e-05
"1269",3.45185389173322,0.00110253257129941
"7373",3.45156766801673,9.11549762019446e-09
"338773",3.44278741105486,8.68898595896435e-07
"8942",3.44188189469227,2.30952346221203e-07
"8645",3.43782239720136,6.56330254115158e-06
"114822",3.43657794696962,5.34644286699012e-07
"3050",3.43475589485273,0.0204896143629032
"218",3.43386955111791,5.7316838227364e-06
"121340",3.43323030510016,0.00576630342018272
"27063",3.43092805975367,0.000118119739635875
"7044",3.42730159156539,7.93541009748066e-05
"1053",3.42667022884784,0.010695963265897
"84034",3.42608882443421,2.76950297691057e-07
"1215",3.42445332439545,7.51325017261869e-06
"399888",3.4229059374273,2.19955747438771e-07
"28589",3.42271242773269,0.0198307869525658
"2646",3.42160754572109,0.0043218609199805
"1178",3.41667198484431,0.00857443532201815
"81607",3.41651845451768,0.0109242935939201
"10331",3.41087255084297,0.0422813029096174
"2350",3.40773523760028,5.75947269676437e-09
"54360",3.40719525483949,0.000121966847988203
"1356",3.40679803421368,2.27467214601117e-07
"375759",3.40435968163465,0.0189723867982696
"155185",3.40371090742221,0.00277710500423278
"57369",3.3992492872818,0.0175504840871106
"10321",3.39850530351528,0.0258788436269401
"654835",3.39651155192615,0.000964106213418058
"1118",3.39587235715455,0.00027304516727199
"84978",3.39486182776183,0.00297884900374422
"64403",3.39314277137454,3.19662163138003e-07
"5733",3.39013481506287,7.16114373474591e-07
"4608",3.38855728675495,3.44210676619086e-05
"5122",3.38507039121752,0.00410865369934027
"643847",3.38023229620975,5.25351473208282e-05
"5593",3.37867385689746,0.00311236358595343
"161357",3.37864027367069,0.0184833100661937
"101927809",3.37837365523579,0.0195653801710594
"399947",3.37672856051631,0.0435722949311181
"26290",3.37560575994166,2.04332935809867e-07
"170690",3.37474102876596,2.83222500814762e-05
"1281",3.37291248533997,2.01293472088537e-06
"5140",3.36740802468084,3.29667438860334e-06
"2815",3.3636709634619,0.00286240476247866
"6338",3.36278548009741,0.000310283401129104
"7058",3.36257021270782,1.11416686649749e-07
"4804",3.36044365360619,6.85629605360408e-08
"54101",3.35940789905767,0.0083117582813605
"4973",3.35700628847515,0.0142241839759156
"23495",3.35333194388343,0.0152430140899114
"164668",3.35327674591062,0.000348633413243971
"1379",3.35222428150037,0.00464951298826856
"342574",3.34642831495103,0.0210196841912148
"338707",3.34567824229331,0.000537873401088856
"101928982",3.34368044376729,0.000375605099058351
"105377443",3.3405327128311,0.0130307143015399
"23627",3.33957335575002,0.0039932412511318
"597",3.33840676512867,0.000429318928639506
"158763",3.33795028271843,0.000127557569254989
"5360",3.33774712431612,5.24785702727363e-08
"9620",3.33570332439006,7.67359863151796e-08
"4920",3.33446592943247,1.33640556272821e-06
"28392",3.3328355335573,0.0324622129466911
"28875",3.3261721247849,0.0263857618359217
"116511",3.32596251954935,0.00271072012265217
"106479356",3.32300009101435,0.0226188917737995
"285220",3.32227315038145,0.0097040530286256
"27293",3.32141401553534,0.00221700909488883
"340205",3.32019554922393,0.000507665755376888
"113146",3.31767775927913,1.73093991225502e-09
"3848",3.31669287066477,0.000307867207510317
"103752589",3.31640104306317,0.0232554657304088
"10538",3.31615688998049,0.000187447160689239
"7076",3.31470309773854,1.11206132089108e-08
"213",3.31210844319977,0.000384850477899805
"151887",3.30678268549803,4.06172907554873e-08
"55024",3.30582196392462,1.32570235715368e-05
"80168",3.30313568799229,0.039524747503178
"101927609",3.30307971465577,0.0141290462968167
"79924",3.3001907906216,0.0025017793202516
"170680",3.29847162096718,0.0460511486438583
"55282",3.29745087356413,0.000367265029031878
"389118",3.29695447279168,4.79556536634452e-06
"3875",3.29570640701503,6.20655760519799e-07
"3736",3.29517096912986,0.001890651608712
"440077",3.29390077474973,0.00437394819182489
"4142",3.29219557588652,0.00670656592431747
"441631",3.28888374438782,1.15034035678854e-07
"83758",3.28831418564751,1.36398327458924e-07
"25975",3.27943188801458,0.000584676336337737
"6564",3.2792224908373,0.0141757440507638
"26166",3.27666061957872,0.000284766699814655
"345630",3.27368409036458,0.00144329480340742
"432",3.26972147415089,9.00586636726023e-06
"8822",3.2681725038009,0.000131407206773202
"28583",3.26528840884887,0.0227812430433525
"23430",3.26321684668875,9.65078837994125e-06
"339479",3.26085892668121,0.00126141536679676
"79949",3.2597024018623,0.0056067071111424
"54550",3.25885092640545,0.00101353592716126
"2056",3.25738460271096,0.0100913421234322
"254187",3.25722072372975,0.0396516876258335
"6863",3.2559787823251,0.0138061915963466
"8339",3.25524158527244,0.00385990048958315
"200407",3.25223226449836,0.00910604942224027
"10990",3.25052146476076,4.28101715019455e-11
"11341",3.25022657599401,0.000210209549464833
"4318",3.24894109714439,0.000169797144619387
"283953",3.24869662730378,0.0483098107758426
"1803",3.24805608933227,2.28191076532233e-07
"6616",3.24744271770601,0.000225704845626945
"5919",3.2468403639998,2.38150387942807e-06
"125981",3.24585654590127,0.0489494775379625
"124904072",3.24501522189815,0.00519031267866613
"11197",3.24419686771404,0.0181524020394465
"1485",3.2428797226092,0.0481297660479034
"28604",3.24175274133418,0.0227067320364044
"140",3.24154157773816,3.57767745324506e-06
"433",3.23956937244281,0.000114496862581214
"973",3.23871139933988,0.000199751486603765
"131578",3.23804592231219,0.000802556480772557
"342918",3.23479562431907,0.0013990007783233
"7480",3.23145418982894,8.20830980866475e-06
"57699",3.22718578214562,1.37841923465558e-05
"2006",3.2266566435644,6.16247523347684e-08
"89777",3.22430714812873,0.0253375904006738
"26577",3.22085084437232,3.16091471237983e-06
"64109",3.22009484566637,0.0119969267449383
"27092",3.21902089916957,0.000973012760556203
"50863",3.21476752395282,1.88920437325068e-06
"1513",3.21455280463291,1.43002543125736e-06
"3012",3.21345633611355,0.0213394580224362
"2220",3.21092367629185,0.0156063636906716
"5792",3.20761095568475,1.15034035678854e-07
"822",3.20645566670358,7.67359863151796e-08
"117194",3.20505046527845,0.00242482339910527
"79192",3.20445741449792,0.00431519359008363
"83416",3.20213247822953,0.00587315868780679
"27240",3.20173379142336,0.000131668739732373
"28821",3.20087242047045,0.0406787409306028
"374864",3.19640710619813,0.00146913039327049
"6954",3.19610003071777,0.0131589738152586
"158046",3.19485179043329,0.000636423618515752
"28896",3.18759475352764,0.0227642469768201
"28933",3.18759475352764,0.0227642469768201
"102724094",3.18646982229606,0.00765422597944254
"54518",3.18622967930663,1.36177798917954e-06
"100507050",3.18483443593729,0.00202826051981156
"124903729",3.18187532434532,0.00497524861804479
"3040",3.18151516645281,0.000396532519072145
"3053",3.17929707888598,0.0059409697880258
"338761",3.17835316895581,0.0245036608450668
"147183",3.17820665753533,0.0250386006384342
"3753",3.17753868989383,0.000863348975428461
"3039",3.17592362718669,0.000397369814010079
"132332",3.17343008358699,0.0245553984884991
"3047",3.17210277321408,0.00234820801845581
"100128750",3.16953791686469,0.00421791626983502
"143379",3.16631729211315,0.011873887448641
"158038",3.16560715825296,0.00431693536307433
"145873",3.16536224620231,0.00142984299275764
"3042",3.16415317765375,0.00113773452674592
"117245",3.16254760605445,0.000109875766891397
"105369490",3.16189830446571,0.0368848892781192
"166979",3.15993190377828,0.00575622595862146
"83854",3.15962224321046,0.0122665246981061
"83690",3.15883046303731,8.49461635690332e-06
"11001",3.15824409098858,0.0256898823985618
"401508",3.15746280783964,0.017372958429815
"642574",3.15191529527465,0.00762560616393386
"3755",3.15050761708157,0.0163357942436268
